period,manager_type,sector,net_flow,gross_flow
2025-03-31,Asset Manager - Index/Active,Unclassified,2827605741.555472,63175608929.35346
2025-03-31,Asset Manager - Index/Active,Utilities,610039808.4980295,778626650.373374
2025-03-31,Asset Manager - Value,Communication Services,-648090237.2280135,2339685566.768209
2025-03-31,Asset Manager - Value,Consumer Discretionary,242442909.38539153,1952600858.939416
2025-03-31,Asset Manager - Value,Consumer Staples,490127752.38372856,1840934795.5661426
2025-03-31,Asset Manager - Value,ETF - Broad Equity,-42263599.10865776,44292599.10865776
2025-03-31,Asset Manager - Value,ETF - Fixed Income,-45344.14587737843,49630.14587737843
2025-03-31,Asset Manager - Value,ETF - International Equity,-7355.714285714286,7355.714285714286
2025-03-31,Asset Manager - Value,Energy,839875625.8113608,2221113172.7951365
2025-03-31,Asset Manager - Value,Financials,-3456379638.145791,4414727622.180605
2025-03-31,Asset Manager - Value,Health Care,993176482.8844134,1449289592.8521721
2025-03-31,Asset Manager - Value,Industrials,-955584912.4390814,1085177064.647584
2025-03-31,Asset Manager - Value,Information Technology,-621721883.6252235,624568019.0290554
2025-03-31,Asset Manager - Value,Materials,-94887.94720994298,94887.94720994298
2025-03-31,Asset Manager - Value,Real Estate,-76386.26245589263,1193641.2622934156
2025-03-31,Asset Manager - Value,Unclassified,-14987508324.380358,24856353801.296486
2025-03-31,Asset Manager - Value,Utilities,-83446220.93531732,83446220.93531732
2025-03-31,Conglomerate / Long-only Value,Communication Services,-3348068054.0,3348068054.0
2025-03-31,Conglomerate / Long-only Value,Consumer Discretionary,-3000714327.2970295,3828294149.2970295
2025-03-31,Conglomerate / Long-only Value,Consumer Staples,-39204720866.0,39204720866.0
2025-03-31,Conglomerate / Long-only Value,Energy,-30232605181.0,30232605181.0
2025-03-31,Conglomerate / Long-only Value,Financials,-102615257662.0,102615257662.0
2025-03-31,Conglomerate / Long-only Value,Health Care,-5398092493.0,5398092493.0
2025-03-31,Conglomerate / Long-only Value,Industrials,-195325757.0,195325757.0
2025-03-31,Conglomerate / Long-only Value,Information Technology,-77872660741.0,77872660741.0
2025-03-31,Conglomerate / Long-only Value,Materials,106149098.0,1279327728.0
2025-03-31,Conglomerate / Long-only Value,Unclassified,-4304106442.0,4304106442.0
2025-03-31,Family Office - Macro,Communication Services,-101381426.15093504,173406372.13829678
2025-03-31,Family Office - Macro,Consumer Discretionary,-483567968.7452596,651620375.2265435
2025-03-31,Family Office - Macro,Consumer Staples,5599853.795867609,5678262.204132391
2025-03-31,Family Office - Macro,ETF - Broad Equity,-128719954.62267515,562669209.2069778
2025-03-31,Family Office - Macro,ETF - Fixed Income,-32182800.0,194216200.0
2025-03-31,Family Office - Macro,ETF - International Equity,0.0,0.0
2025-03-31,Family Office - Macro,ETF - Sector,79624064.0,126405936.0
2025-03-31,Family Office - Macro,Energy,224735320.3825211,224735320.3825211
2025-03-31,Family Office - Macro,Financials,212417630.62612388,400734495.8167964
2025-03-31,Family Office - Macro,Health Care,-40927471.08736134,227490479.8705571
2025-03-31,Family Office - Macro,Industrials,3481013.8376499587,72049287.1743105
2025-03-31,Family Office - Macro,Information Technology,72972875.85379148,205328846.67266497
2025-03-31,Family Office - Macro,Materials,1794512.1960848833,1794512.1960848833
2025-03-31,Family Office - Macro,Real Estate,-13456100.0,13456100.0
2025-03-31,Family Office - Macro,Unclassified,430269348.29120773,3095004054.2870684
2025-03-31,Family Office - Macro,Utilities,32323415.0,32384905.0
2025-03-31,Foundation / Endowment,Consumer Discretionary,0.0,0.0
2025-03-31,Foundation / Endowment,Consumer Staples,0.0,0.0
2025-03-31,Foundation / Endowment,Financials,-1322177249.5766294,1322177249.5766294
2025-03-31,Foundation / Endowment,Health Care,99514660.0,99514660.0
2025-03-31,Foundation / Endowment,Industrials,0.0,0.0
2025-03-31,Foundation / Endowment,Information Technology,0.0,0.0
2025-03-31,Foundation / Endowment,Unclassified,0.0,0.0
2025-03-31,Hedge Fund - Activist,Communication Services,2110728205.0474486,2316575776.907833
2025-03-31,Hedge Fund - Activist,Consumer Discretionary,3302173432.0,3302173432.0
2025-03-31,Hedge Fund - Activist,Consumer Staples,0.0,0.0
2025-03-31,Hedge Fund - Activist,ETF - Broad Equity,-3280831296.354078,5674366566.689766
2025-03-31,Hedge Fund - Activist,ETF - Sector,338263270.0,2195004190.0
2025-03-31,Hedge Fund - Activist,Energy,1297922646.6557577,2465594646.5442424
2025-03-31,Hedge Fund - Activist,Financials,373193474.78,373193474.78
2025-03-31,Hedge Fund - Activist,Health Care,-195514617.72,195514617.72
2025-03-31,Hedge Fund - Activist,Industrials,3246836267.0,3246836267.0
2025-03-31,Hedge Fund - Activist,Information Technology,-5683829.438675284,473896167.9378967
2025-03-31,Hedge Fund - Activist,Materials,46044789.0,46044789.0
2025-03-31,Hedge Fund - Activist,Real Estate,1518863401.0,1518863401.0
2025-03-31,Hedge Fund - Activist,Unclassified,1997992589.7692091,6065315444.46158
2025-03-31,Hedge Fund - Activist,Utilities,0.0,0.0
2025-03-31,Hedge Fund - Contrarian Value,Consumer Discretionary,36170249.99999999,96957750.0
2025-03-31,Hedge Fund - Contrarian Value,Consumer Staples,6600000.0,6600000.0
2025-03-31,Hedge Fund - Contrarian Value,Health Care,-14466500.0,14466500.0
2025-03-31,Hedge Fund - Contrarian Value,Information Technology,97542000.0,97542000.0
2025-03-31,Hedge Fund - Contrarian Value,Unclassified,-3157881.0,46995881.0
2025-03-31,Hedge Fund - Event Driven,Communication Services,-236010437.0,546526663.0
2025-03-31,Hedge Fund - Event Driven,Consumer Discretionary,-267685250.0,554726750.0
2025-03-31,Hedge Fund - Event Driven,ETF - Broad Equity,184478085.0,184478085.0
2025-03-31,Hedge Fund - Event Driven,Energy,116806950.0,116806950.0
2025-03-31,Hedge Fund - Event Driven,Financials,105674800.0,465128200.0
2025-03-31,Hedge Fund - Event Driven,Health Care,-618225500.0,618225500.0
2025-03-31,Hedge Fund - Event Driven,Industrials,42350000.0,42350000.0
2025-03-31,Hedge Fund - Event Driven,Information Technology,79607250.0,293579550.0
2025-03-31,Hedge Fund - Event Driven,Materials,0.0,0.0
2025-03-31,Hedge Fund - Event Driven,Real Estate,3817537.8374245516,3817537.8374245516
2025-03-31,Hedge Fund - Event Driven,Unclassified,106302968.60205455,1306261118.6020546
2025-03-31,Hedge Fund - Event Driven,Utilities,0.0,0.0
2025-03-31,Hedge Fund - Global Macro,Communication Services,150492503.7559025,1227845215.5090928
2025-03-31,Hedge Fund - Global Macro,Consumer Discretionary,1225356031.8095055,2294371274.0476556
2025-03-31,Hedge Fund - Global Macro,Consumer Staples,-6463974.775867954,1018708884.943157
2025-03-31,Hedge Fund - Global Macro,ETF - Broad Equity,-1746107978.058464,5633881523.058447
2025-03-31,Hedge Fund - Global Macro,ETF - Commodity,369447643.1795018,433114576.07001793
2025-03-31,Hedge Fund - Global Macro,ETF - Fixed Income,97131162.78590946,237562386.2487966
2025-03-31,Hedge Fund - Global Macro,ETF - International Equity,-37224308.66502686,240432577.85355002
2025-03-31,Hedge Fund - Global Macro,ETF - Sector,300777639.45696104,805444784.4052527
2025-03-31,Hedge Fund - Global Macro,ETF - Thematic,11751559.055576272,11751559.055576272
2025-03-31,Hedge Fund - Global Macro,Energy,224466350.1722535,1007513767.8400762
2025-03-31,Hedge Fund - Global Macro,Financials,1291843007.3892908,2485140253.9154763
2025-03-31,Hedge Fund - Global Macro,Health Care,-19167686.930264354,1608351234.2500825
2025-03-31,Hedge Fund - Global Macro,Industrials,87105959.5835484,637049858.3085207
2025-03-31,Hedge Fund - Global Macro,Information Technology,1186433354.4016345,2622138307.4510713
2025-03-31,Hedge Fund - Global Macro,Materials,104797.81048940122,384837334.4323217
2025-03-31,Hedge Fund - Global Macro,Real Estate,31632456.180871665,521322825.6198848
2025-03-31,Hedge Fund - Global Macro,Unclassified,2433845443.810291,9992752134.819263
2025-03-31,Hedge Fund - Global Macro,Utilities,18007018.500210162,155799420.57297552
2025-03-31,Hedge Fund - Long/Short,Communication Services,-777054430.0142953,4039908304.0734434
2025-03-31,Hedge Fund - Long/Short,Consumer Discretionary,1863930898.2762182,4652102018.050314
2025-03-31,Hedge Fund - Long/Short,Consumer Staples,-701565922.5982757,958254090.4692335
2025-03-31,Hedge Fund - Long/Short,ETF - Broad Equity,-744750.0,744750.0
2025-03-31,Hedge Fund - Long/Short,Energy,-64223752.47892251,721322256.5787836
2025-03-31,Hedge Fund - Long/Short,Financials,50384710.38839272,7708941872.790087
2025-03-31,Hedge Fund - Long/Short,Health Care,427994330.11501,3875275985.7063775
2025-03-31,Hedge Fund - Long/Short,Industrials,-132521620.08839473,789855860.8598707
2025-03-31,Hedge Fund - Long/Short,Information Technology,-1031006777.1805717,3492892186.5361686
2025-03-31,Hedge Fund - Long/Short,Materials,-75845440.26009974,183934825.45448765
2025-03-31,Hedge Fund - Long/Short,Real Estate,-553843.4398508185,260610673.35066864
2025-03-31,Hedge Fund - Long/Short,Unclassified,210343736.70472795,15372829068.762623
2025-03-31,Hedge Fund - Long/Short,Utilities,247865188.78141105,254715354.83387762
2025-03-31,Hedge Fund - Long/Short Growth,Communication Services,-868161999.4962714,1282913922.9294572
2025-03-31,Hedge Fund - Long/Short Growth,Consumer Discretionary,356558010.56493396,1866103154.2119021
2025-03-31,Hedge Fund - Long/Short Growth,Consumer Staples,-302210809.2910007,796146823.2910007
2025-03-31,Hedge Fund - Long/Short Growth,ETF - Broad Equity,463292960.0,463292960.0
2025-03-31,Hedge Fund - Long/Short Growth,Energy,-483448684.53371155,483448684.53371155
2025-03-31,Hedge Fund - Long/Short Growth,Financials,-1508840359.7170594,2169747025.279373
2025-03-31,Hedge Fund - Long/Short Growth,Health Care,-255120044.7196626,464594916.5227378
2025-03-31,Hedge Fund - Long/Short Growth,Industrials,-683065194.1014313,694359951.3090914
2025-03-31,Hedge Fund - Long/Short Growth,Information Technology,-2034723010.9669783,3934483108.3410563
2025-03-31,Hedge Fund - Long/Short Growth,Materials,-10877923.0,10877923.0
2025-03-31,Hedge Fund - Long/Short Growth,Unclassified,1394277497.916896,9777316654.856293
2025-03-31,Hedge Fund - Long/Short Growth,Utilities,5533263.0,5533263.0
2025-03-31,Hedge Fund - Multi-strategy,Communication Services,-3639535130.28856,15635934941.107342
2025-03-31,Hedge Fund - Multi-strategy,Consumer Discretionary,-1473914146.1428504,26362268536.75429
2025-03-31,Hedge Fund - Multi-strategy,Consumer Staples,-2399768084.962181,10370122704.449986
2025-03-31,Hedge Fund - Multi-strategy,ETF - Broad Equity,17985189757.890385,37829278719.89406
2025-03-31,Hedge Fund - Multi-strategy,ETF - Commodity,1593907347.736943,2261667885.8884425
2025-03-31,Hedge Fund - Multi-strategy,ETF - Fixed Income,2958441357.7754626,4893967968.281986
2025-03-31,Hedge Fund - Multi-strategy,ETF - International Equity,-1212919853.7475688,1635526739.7944381
2025-03-31,Hedge Fund - Multi-strategy,ETF - Sector,-2145111935.2852154,8133583237.8426
2025-03-31,Hedge Fund - Multi-strategy,ETF - Thematic,88611282.51877756,234598219.18502805
2025-03-31,Hedge Fund - Multi-strategy,Energy,-3146472774.5586643,12350348901.365162
2025-03-31,Hedge Fund - Multi-strategy,Financials,-547078670.8178164,28814199145.985043
2025-03-31,Hedge Fund - Multi-strategy,Health Care,1498589397.3442917,21378069968.36958
2025-03-31,Hedge Fund - Multi-strategy,Industrials,-2489426075.962296,9387321402.579077
2025-03-31,Hedge Fund - Multi-strategy,Information Technology,-22050281848.537983,42333353010.20445
2025-03-31,Hedge Fund - Multi-strategy,Materials,-1689114765.6944623,4194864809.3097353
2025-03-31,Hedge Fund - Multi-strategy,Real Estate,398316299.44273895,3704474949.1081343
2025-03-31,Hedge Fund - Multi-strategy,Unclassified,333174214.52302396,146499889548.07132
2025-03-31,Hedge Fund - Multi-strategy,Utilities,-72131565.14810559,1896574537.665988
2025-03-31,Hedge Fund - Opportunistic,Communication Services,54584820.51,54584820.51
2025-03-31,Hedge Fund - Opportunistic,Consumer Discretionary,-593741195.74,593741195.74
2025-03-31,Hedge Fund - Opportunistic,ETF - Broad Equity,-37170667.52,37170667.52
2025-03-31,Hedge Fund - Opportunistic,ETF - Sector,2517255000.0,2517255000.0
2025-03-31,Hedge Fund - Opportunistic,Energy,-57907524.45506771,104353874.46106903
2025-03-31,Hedge Fund - Opportunistic,Financials,89362500.0,89362500.0
2025-03-31,Hedge Fund - Opportunistic,Health Care,261875.0,261875.0
2025-03-31,Hedge Fund - Opportunistic,Industrials,123862000.0,123862000.0
2025-03-31,Hedge Fund - Opportunistic,Information Technology,-372253708.38,977750508.38
2025-03-31,Hedge Fund - Opportunistic,Unclassified,-306006588.7069044,504342760.0530956
2025-03-31,Hedge Fund - Quant,Communication Services,476395771.6228206,9045056711.59916
2025-03-31,Hedge Fund - Quant,Consumer Discretionary,-1605476691.1568544,14430656503.478737
2025-03-31,Hedge Fund - Quant,Consumer Staples,647671498.5037308,6057095709.004687
2025-03-31,Hedge Fund - Quant,ETF - Broad Equity,-785821511.6186699,8264938822.1852455
2025-03-31,Hedge Fund - Quant,ETF - Commodity,64991978.97346507,594634146.3340328
2025-03-31,Hedge Fund - Quant,ETF - Fixed Income,209363694.6036522,1201415602.547172
2025-03-31,Hedge Fund - Quant,ETF - International Equity,-40481042.11974343,361432147.8756052
2025-03-31,Hedge Fund - Quant,ETF - Sector,655992584.3051847,1974441018.6830516
2025-03-31,Hedge Fund - Quant,ETF - Thematic,1438850.4585739265,74635413.87388997
2025-03-31,Hedge Fund - Quant,Energy,546911250.6895719,7785481172.056209
2025-03-31,Hedge Fund - Quant,Financials,-215770740.99599162,19066841782.758377
2025-03-31,Hedge Fund - Quant,Health Care,-1211096429.855571,16498883931.012877
2025-03-31,Hedge Fund - Quant,Industrials,-1290150196.5830276,6088815660.696503
2025-03-31,Hedge Fund - Quant,Information Technology,-510210122.30976653,24048370070.327065
2025-03-31,Hedge Fund - Quant,Materials,-7198754.28911432,2504006243.8112597
2025-03-31,Hedge Fund - Quant,Real Estate,850123779.1359544,1887159311.753188
2025-03-31,Hedge Fund - Quant,Unclassified,10413544694.002783,93142305691.88739
2025-03-31,Hedge Fund - Quant,Utilities,-407382227.3558039,2182212717.6399155
2025-03-31,Hedge Fund - Value,Communication Services,-26399384.859017856,43565508.6717136
2025-03-31,Hedge Fund - Value,Consumer Discretionary,65631.0790873785,65631.0790873785
2025-03-31,Hedge Fund - Value,Consumer Staples,3875.6079845083514,3875.6079845083514
2025-03-31,Hedge Fund - Value,ETF - Broad Equity,-11328903.0,11328903.0
2025-03-31,Hedge Fund - Value,ETF - Commodity,-6114993.157761872,9653612.939315269
2025-03-31,Hedge Fund - Value,Energy,54778708.91,352339312.91
2025-03-31,Hedge Fund - Value,Financials,13218454.676241683,17518862.193527542
2025-03-31,Hedge Fund - Value,Health Care,1314946.8485023994,1962294.1514976006
2025-03-31,Hedge Fund - Value,Industrials,-26502450.346556816,26502450.346556816
2025-03-31,Hedge Fund - Value,Materials,0.0,0.0
2025-03-31,Hedge Fund - Value,Unclassified,99637112.7507903,171962548.9950442
2025-03-31,Market Maker - Quant,Communication Services,-1399167761.7813838,14750536097.40131
2025-03-31,Market Maker - Quant,Consumer Discretionary,-5056031315.151132,26180642177.33554
2025-03-31,Market Maker - Quant,Consumer Staples,-513416703.84106034,7184108273.3540745
2025-03-31,Market Maker - Quant,ETF - Broad Equity,-6303623854.315879,50013657609.39375
2025-03-31,Market Maker - Quant,ETF - Commodity,2794367332.489705,5248229469.766047
2025-03-31,Market Maker - Quant,ETF - Fixed Income,-40191094.907231964,13299794974.608147
2025-03-31,Market Maker - Quant,ETF - International Equity,-360244051.9340984,4694298767.565486
2025-03-31,Market Maker - Quant,ETF - Sector,1544577909.3780777,8230490441.794439
2025-03-31,Market Maker - Quant,ETF - Thematic,-201641170.52234116,535033442.1143795
2025-03-31,Market Maker - Quant,Energy,90176870.32209821,7953561953.152241
2025-03-31,Market Maker - Quant,Financials,-3874822431.6259236,20165114436.980698
2025-03-31,Market Maker - Quant,Health Care,-2347453308.0288134,12965641884.274183
2025-03-31,Market Maker - Quant,Industrials,-4631619923.785776,8781252152.355274
2025-03-31,Market Maker - Quant,Information Technology,-28278248840.98628,51675489553.238556
2025-03-31,Market Maker - Quant,Materials,-201152460.78199556,2885044808.070419
2025-03-31,Market Maker - Quant,Real Estate,116652840.84972094,921299365.0474861
2025-03-31,Market Maker - Quant,Unclassified,-1085537925.4641602,79485281869.12071
2025-03-31,Market Maker - Quant,Utilities,183087579.2290487,794804285.6594899
2025-03-31,Pension Fund,Communication Services,370656174.4820781,688856940.3720583
2025-03-31,Pension Fund,Consumer Discretionary,-74303784.63077557,666253114.8943331
2025-03-31,Pension Fund,Consumer Staples,-660559492.9075768,769627252.8261639
2025-03-31,Pension Fund,ETF - Broad Equity,2503845064.738928,2503845064.738928
2025-03-31,Pension Fund,Energy,-14499413.216665395,284926423.73084646
2025-03-31,Pension Fund,Financials,-348851925.3036103,805967679.1656243
2025-03-31,Pension Fund,Health Care,103146085.49209628,1007672786.970635
2025-03-31,Pension Fund,Industrials,94516965.03845921,177156205.7121387
2025-03-31,Pension Fund,Information Technology,-2243430740.0269322,2678109396.8840876
2025-03-31,Pension Fund,Materials,-222547.66515002027,34128852.96333949
2025-03-31,Pension Fund,Real Estate,-212922804.77713946,221711152.46931273
2025-03-31,Pension Fund,Unclassified,-770264274.030576,3316266523.1913314
2025-03-31,Pension Fund,Utilities,-17264026.795865458,52966836.04498681
2025-03-31,Sovereign Wealth Fund,Communication Services,-2652926445.016888,5603121218.570767
2025-03-31,Sovereign Wealth Fund,Consumer Discretionary,-853905405.7414978,2630099075.7977934
2025-03-31,Sovereign Wealth Fund,Consumer Staples,-1061433979.5657634,1998378079.6989608
2025-03-31,Sovereign Wealth Fund,ETF - Broad Equity,0.0,0.0
2025-03-31,Sovereign Wealth Fund,ETF - Sector,0.0,0.0
2025-03-31,Sovereign Wealth Fund,Energy,-686662860.8791409,1188012605.4722016
2025-03-31,Sovereign Wealth Fund,Financials,2037470896.578953,5315578603.207673
2025-03-31,Sovereign Wealth Fund,Health Care,97836193.07622798,2438379268.407256
2025-03-31,Sovereign Wealth Fund,Industrials,-437533739.7995236,1204683976.0219996
2025-03-31,Sovereign Wealth Fund,Information Technology,-5749917107.612668,8387842769.44146
2025-03-31,Sovereign Wealth Fund,Materials,195710996.62291953,568334106.569171
2025-03-31,Sovereign Wealth Fund,Real Estate,-879395657.0623968,1595403420.498726
2025-03-31,Sovereign Wealth Fund,Unclassified,-3139406832.973056,21791770580.31468
2025-03-31,Sovereign Wealth Fund,Utilities,89414881.10118102,154425541.35678867
2025-06-30,Asset Manager - Active,Communication Services,1495456220.3333294,13244213406.943672
2025-06-30,Asset Manager - Active,Consumer Discretionary,-1069042299.0368524,19686762628.602974
2025-06-30,Asset Manager - Active,Consumer Staples,620764771.4925689,8497298103.617351
2025-06-30,Asset Manager - Active,ETF - Broad Equity,-1128546503.089659,6857405183.432472
2025-06-30,Asset Manager - Active,ETF - Commodity,7285389.29859136,113445120.04326122
2025-06-30,Asset Manager - Active,ETF - Fixed Income,7906633.244972169,2337823613.2566266
2025-06-30,Asset Manager - Active,ETF - International Equity,-56743489.67229844,452269252.7000194
2025-06-30,Asset Manager - Active,ETF - Sector,-11757318.904721009,124132126.28090474
2025-06-30,Asset Manager - Active,ETF - Thematic,1343494.306002698,1488166.6317702685
2025-06-30,Asset Manager - Active,Energy,-1008686348.7677758,8307208239.607157
2025-06-30,Asset Manager - Active,Financials,-2803854507.0729775,29783474707.02444
2025-06-30,Asset Manager - Active,Health Care,-9775078011.753782,25968860601.584927
2025-06-30,Asset Manager - Active,Industrials,-1049594521.5888344,8789266799.917818
2025-06-30,Asset Manager - Active,Information Technology,4919274261.870656,40210020702.883835
2025-06-30,Asset Manager - Active,Materials,-2715776161.3527846,4200130668.6102676
2025-06-30,Asset Manager - Active,Real Estate,367356114.7702807,2768681457.501779
2025-06-30,Asset Manager - Active,Unclassified,-3702483655.848809,125388679433.05516
2025-06-30,Asset Manager - Active,Utilities,-640485434.6650288,1530756108.2093353
2025-06-30,Asset Manager - Growth,Communication Services,-1620053434.703157,1627564182.703157
2025-06-30,Asset Manager - Growth,Consumer Discretionary,-1334524484.8168328,2353408712.8905144
2025-06-30,Asset Manager - Growth,Consumer Staples,364240410.1781782,409749554.97464854
2025-06-30,Asset Manager - Growth,Energy,-257114383.09063193,262579346.72947022
2025-06-30,Asset Manager - Growth,Financials,-36512788.044257656,508022193.4881845
2025-06-30,Asset Manager - Growth,Health Care,212044923.1678533,549735756.8236406
2025-06-30,Asset Manager - Growth,Industrials,230918152.18626565,237622537.29435593
2025-06-30,Asset Manager - Growth,Information Technology,-2068796927.9325895,3354658240.9317346
2025-06-30,Asset Manager - Growth,Materials,-13313172.646646434,14186044.36704456
2025-06-30,Asset Manager - Growth,Real Estate,-783301.8110062717,1127639.068273908
2025-06-30,Asset Manager - Growth,Unclassified,-2555998997.625523,9826879872.632856
2025-06-30,Asset Manager - Growth,Utilities,492260.29436229356,982081.5726255376
2025-06-30,Asset Manager - Index,Communication Services,11203693806.179733,12152577700.173218
2025-06-30,Asset Manager - Index,Consumer Discretionary,19839324652.47795,21906333372.6487
2025-06-30,Asset Manager - Index,Consumer Staples,3865173012.366746,5654758905.033872
2025-06-30,Asset Manager - Index,ETF - Broad Equity,3628291026.7883196,4917300512.301315
2025-06-30,Asset Manager - Index,ETF - Commodity,13103667.129407413,15867483.129407413
2025-06-30,Asset Manager - Index,ETF - Fixed Income,368244157.844265,551649223.7745006
2025-06-30,Asset Manager - Index,ETF - International Equity,135327097.07607874,599120748.1698455
2025-06-30,Asset Manager - Index,ETF - Sector,-253998731.31842297,938135768.0323321
2025-06-30,Asset Manager - Index,Energy,1933424759.6680381,8981148969.138536
2025-06-30,Asset Manager - Index,Financials,4296104795.678688,32286033337.079308
2025-06-30,Asset Manager - Index,Health Care,5924504187.900873,12168230030.90034
2025-06-30,Asset Manager - Index,Industrials,2301002041.7396502,3971846549.823428
2025-06-30,Asset Manager - Index,Information Technology,30992046032.941235,33588068177.47765
2025-06-30,Asset Manager - Index,Materials,-1081163337.9681532,2432823313.3509316
2025-06-30,Asset Manager - Index,Real Estate,1242958705.5946312,1715264456.8898814
2025-06-30,Asset Manager - Index,Unclassified,33914966379.903206,86541427415.80711
2025-06-30,Asset Manager - Index,Utilities,1254226174.635527,1698972209.813668
2025-06-30,Asset Manager - Index/Active,Communication Services,1166392880.4213402,8457334469.44248
2025-06-30,Asset Manager - Index/Active,Consumer Discretionary,8787082437.52551,14778573267.167728
2025-06-30,Asset Manager - Index/Active,Consumer Staples,1008160451.4356465,5643605058.382804
2025-06-30,Asset Manager - Index/Active,ETF - Broad Equity,5785412263.875794,16068180782.282373
2025-06-30,Asset Manager - Index/Active,ETF - Commodity,-551174099.0985333,644568004.3567063
2025-06-30,Asset Manager - Index/Active,ETF - Fixed Income,-878874781.8894137,2422642773.0031624
2025-06-30,Asset Manager - Index/Active,ETF - International Equity,-1327137068.2651021,2810961572.821819
2025-06-30,Asset Manager - Index/Active,ETF - Sector,67301596.33074096,212275173.18394852
2025-06-30,Asset Manager - Index/Active,ETF - Thematic,572670.0,572670.0
2025-06-30,Asset Manager - Index/Active,Energy,1398401157.6071346,6290967912.961003
2025-06-30,Asset Manager - Index/Active,Financials,-3888944445.6963916,26357525876.301575
2025-06-30,Asset Manager - Index/Active,Health Care,1904305940.3029048,13325821833.982288
2025-06-30,Asset Manager - Index/Active,Industrials,-1242766970.9706554,4098913453.5883126
2025-06-30,Asset Manager - Index/Active,Information Technology,1766664387.2140408,15814649447.117859
2025-06-30,Asset Manager - Index/Active,Materials,-1178417788.747704,1795171195.5776958
2025-06-30,Asset Manager - Index/Active,Real Estate,1503073733.2143042,2825812483.853134
2025-06-30,Asset Manager - Index/Active,Unclassified,2747398109.6027575,88379088435.26823
2025-06-30,Asset Manager - Index/Active,Utilities,1293456237.101896,1885552577.5081353
2025-06-30,Asset Manager - Value,Communication Services,-247649495.722723,2830854351.6598587
2025-06-30,Asset Manager - Value,Consumer Discretionary,836908524.9714086,3140612218.7535334
2025-06-30,Asset Manager - Value,Consumer Staples,-903009691.1575166,979936268.5906892
2025-06-30,Asset Manager - Value,ETF - Broad Equity,-3829481.4562439625,5053313.392387003
2025-06-30,Asset Manager - Value,ETF - Fixed Income,-127291.85347985348,127291.85347985348
2025-06-30,Asset Manager - Value,ETF - International Equity,-21269.09865470852,21269.09865470852
2025-06-30,Asset Manager - Value,Energy,102627790.5683445,801408088.822769
2025-06-30,Asset Manager - Value,Financials,-2949285351.034372,4853897891.381342
2025-06-30,Asset Manager - Value,Health Care,2891826945.5306783,4543117054.825852
2025-06-30,Asset Manager - Value,Industrials,-1545708789.3456852,3360610551.5668488
2025-06-30,Asset Manager - Value,Information Technology,-1334188875.1298008,2809054969.5983596
2025-06-30,Asset Manager - Value,Materials,-37045.539690358906,37045.539690358906
2025-06-30,Asset Manager - Value,Real Estate,-93723804.23165594,103876517.51548894
2025-06-30,Asset Manager - Value,Unclassified,-1385011688.1441467,13926299862.34758
2025-06-30,Asset Manager - Value,Utilities,-128573892.68375401,128573892.68375401
2025-06-30,Conglomerate / Long-only Value,Communication Services,2031549549.0,2031549549.0
2025-06-30,Conglomerate / Long-only Value,Consumer Discretionary,4970669709.185517,4977636803.825518
2025-06-30,Conglomerate / Long-only Value,Consumer Staples,42474303002.0,42474303002.0
2025-06-30,Conglomerate / Long-only Value,Energy,28608647083.0,28608647083.0
2025-06-30,Conglomerate / Long-only Value,Financials,105069140556.0,105069140556.0
2025-06-30,Conglomerate / Long-only Value,Health Care,6386510047.0,6386510047.0
2025-06-30,Conglomerate / Long-only Value,Industrials,334980855.0,334980855.0
2025-06-30,Conglomerate / Long-only Value,Information Technology,61285717344.0,61285717344.0
2025-06-30,Conglomerate / Long-only Value,Materials,598209313.017762,598209313.017762
2025-06-30,Conglomerate / Long-only Value,Unclassified,4607880829.0,4607880829.0
2025-06-30,Family Office - Macro,Communication Services,22966981.709714986,265825904.22961104
2025-06-30,Family Office - Macro,Consumer Discretionary,54068309.86565422,272811959.07357836
2025-06-30,Family Office - Macro,Consumer Staples,-5681738.101874445,5701756.101874445
2025-06-30,Family Office - Macro,ETF - Broad Equity,559130295.8111058,1103886876.1888943
2025-06-30,Family Office - Macro,ETF - Fixed Income,-209369000.0,209369000.0
2025-06-30,Family Office - Macro,ETF - International Equity,68531972.0,110248028.0
2025-06-30,Family Office - Macro,ETF - Sector,113047431.0,320299769.0
2025-06-30,Family Office - Macro,Energy,-12106722.790697675,65652399.20930232
2025-06-30,Family Office - Macro,Financials,53616235.85234754,467659417.8711802
2025-06-30,Family Office - Macro,Health Care,-229743352.33943817,261218057.66056183
2025-06-30,Family Office - Macro,Industrials,46893729.32640864,151713385.03997615
2025-06-30,Family Office - Macro,Information Technology,179491782.73431623,543916663.5203594
2025-06-30,Family Office - Macro,Materials,2470540.830564947,2539319.8094350537
2025-06-30,Family Office - Macro,Real Estate,11898946.0,11898946.0
2025-06-30,Family Office - Macro,Unclassified,129891026.63443282,2390748681.964927
2025-06-30,Family Office - Macro,Utilities,52293830.0,117002150.0
2025-06-30,Foundation / Endowment,Consumer Discretionary,0.0,0.0
2025-06-30,Foundation / Endowment,Consumer Staples,0.0,0.0
2025-06-30,Foundation / Endowment,Financials,3376708226.822208,3376708226.822208
2025-06-30,Foundation / Endowment,Health Care,0.0,0.0
2025-06-30,Foundation / Endowment,Industrials,0.0,0.0
2025-06-30,Foundation / Endowment,Information Technology,-1127150956.4112475,1127150956.4112475
2025-06-30,Foundation / Endowment,Unclassified,0.0,0.0
