period,manager_type,sector,net_flow,gross_flow
2023-12-31,Asset Manager - Active,Communication Services,239174303.52568185,4438633980.722809
2023-12-31,Asset Manager - Active,Consumer Discretionary,2420767716.355806,6391703542.320959
2023-12-31,Asset Manager - Active,Consumer Staples,1146713497.4344985,2837368601.379643
2023-12-31,Asset Manager - Active,ETF - Broad Equity,1751794494.2021878,4368471943.4646225
2023-12-31,Asset Manager - Active,ETF - Commodity,-16547531.286531545,38392099.751560025
2023-12-31,Asset Manager - Active,ETF - Fixed Income,1206716851.3726904,4171516098.6929326
2023-12-31,Asset Manager - Active,ETF - International Equity,395884974.5125366,465681909.4905327
2023-12-31,Asset Manager - Active,ETF - Sector,4406817.406945744,8516349.456547452
2023-12-31,Asset Manager - Active,ETF - Thematic,252419.25502620725,308132.8126627736
2023-12-31,Asset Manager - Active,Energy,-716075361.0173755,5812243249.205883
2023-12-31,Asset Manager - Active,Financials,4571550465.063959,8422762439.599196
2023-12-31,Asset Manager - Active,Health Care,-3344990878.3042336,11718980252.278137
2023-12-31,Asset Manager - Active,Industrials,-1592085224.7756867,3199577187.2999477
2023-12-31,Asset Manager - Active,Information Technology,864071986.9729486,9200158854.268518
2023-12-31,Asset Manager - Active,Materials,-60404554.129546165,1221350949.119687
2023-12-31,Asset Manager - Active,Real Estate,205365775.2350591,1429326441.1137471
2023-12-31,Asset Manager - Active,Unclassified,-3117851086.3475738,57760126001.51262
2023-12-31,Asset Manager - Active,Utilities,672122809.8770053,1151750562.055874
2023-12-31,Asset Manager - Growth,Communication Services,-326604858.22889584,1089557143.1888957
2023-12-31,Asset Manager - Growth,Consumer Discretionary,-950624750.4842346,3126888748.8212137
2023-12-31,Asset Manager - Growth,Consumer Staples,-2561918.751864518,18931859.2501404
2023-12-31,Asset Manager - Growth,Energy,528064738.95371675,629578514.9860082
2023-12-31,Asset Manager - Growth,Financials,-186330626.0915431,394115983.33742636
2023-12-31,Asset Manager - Growth,Health Care,415813519.7582826,598146880.5798833
2023-12-31,Asset Manager - Growth,Industrials,-12588777.73673287,70436032.70536995
2023-12-31,Asset Manager - Growth,Information Technology,-28991749.753979865,758081983.1896176
2023-12-31,Asset Manager - Growth,Materials,-65892512.52680494,90271955.11145736
2023-12-31,Asset Manager - Growth,Real Estate,-1308024.7785389833,40599022.76107779
2023-12-31,Asset Manager - Growth,Unclassified,-1120655416.270712,5713961557.598244
2023-12-31,Asset Manager - Growth,Utilities,25932946.67469879,25932946.67469879
2023-12-31,Asset Manager - Index,Communication Services,8252976692.769613,8983244261.612682
2023-12-31,Asset Manager - Index,Consumer Discretionary,9725843743.164171,13262126829.931667
2023-12-31,Asset Manager - Index,Consumer Staples,2032801167.0259664,3766892143.1246767
2023-12-31,Asset Manager - Index,ETF - Broad Equity,2506301954.0841336,3187349333.036606
2023-12-31,Asset Manager - Index,ETF - Commodity,26604499.013756808,26604499.013756808
2023-12-31,Asset Manager - Index,ETF - Fixed Income,470195795.9245246,972839539.3105664
2023-12-31,Asset Manager - Index,ETF - International Equity,-47801489.33676166,453836018.54272604
2023-12-31,Asset Manager - Index,ETF - Sector,66168198.046796724,555137209.4916807
2023-12-31,Asset Manager - Index,Energy,3312129355.1658416,8264808386.023734
2023-12-31,Asset Manager - Index,Financials,11032420940.82727,15374514185.824598
2023-12-31,Asset Manager - Index,Health Care,2948008110.970488,11276100969.134161
2023-12-31,Asset Manager - Index,Industrials,5377496625.229146,7725033160.773446
2023-12-31,Asset Manager - Index,Information Technology,32390335114.57811,33288258055.778473
2023-12-31,Asset Manager - Index,Materials,2284203206.786106,2950119595.8288956
2023-12-31,Asset Manager - Index,Real Estate,1290712688.9330359,2354838454.813695
2023-12-31,Asset Manager - Index,Unclassified,10879090453.653397,76432755351.09859
2023-12-31,Asset Manager - Index,Utilities,528326105.97853076,754577153.0349518
2023-12-31,Asset Manager - Index/Active,Communication Services,2730009351.6045275,4646856823.372929
2023-12-31,Asset Manager - Index/Active,Consumer Discretionary,4364520340.731587,9073030908.089075
2023-12-31,Asset Manager - Index/Active,Consumer Staples,1201864262.9853337,3286956965.529879
2023-12-31,Asset Manager - Index/Active,ETF - Broad Equity,5444093874.292446,9921962308.269821
2023-12-31,Asset Manager - Index/Active,ETF - Commodity,12686724.078968808,69762342.56154592
2023-12-31,Asset Manager - Index/Active,ETF - Fixed Income,647592295.0812709,3782933028.3784513
2023-12-31,Asset Manager - Index/Active,ETF - International Equity,-28592333.212598644,635343500.991804
2023-12-31,Asset Manager - Index/Active,ETF - Sector,31960092.607593663,159108075.98928246
2023-12-31,Asset Manager - Index/Active,ETF - Thematic,44594678.0,44594678.0
2023-12-31,Asset Manager - Index/Active,Energy,1638997365.0843143,5693142505.470757
2023-12-31,Asset Manager - Index/Active,Financials,5235603274.5222645,10564004127.220928
2023-12-31,Asset Manager - Index/Active,Health Care,-1403597336.1447208,10077925910.371452
2023-12-31,Asset Manager - Index/Active,Industrials,4179482623.192111,5149105992.590966
2023-12-31,Asset Manager - Index/Active,Information Technology,13687328370.730778,16525638981.335041
2023-12-31,Asset Manager - Index/Active,Materials,679008393.9940419,2231479568.702064
2023-12-31,Asset Manager - Index/Active,Real Estate,1742973443.6880684,2598898354.889307
2023-12-31,Asset Manager - Index/Active,Unclassified,7913989412.372555,73343674670.71594
2023-12-31,Asset Manager - Index/Active,Utilities,-776581061.540525,1024036559.4397757
2023-12-31,Asset Manager - Value,Communication Services,-1039629258.193347,1601156531.1830919
2023-12-31,Asset Manager - Value,Consumer Discretionary,-726462946.2927446,1132528115.2574902
2023-12-31,Asset Manager - Value,Consumer Staples,246461273.1148598,268418433.21226263
2023-12-31,Asset Manager - Value,ETF - Broad Equity,11669841.054501243,11669841.054501243
2023-12-31,Asset Manager - Value,ETF - International Equity,771885.0,771885.0
2023-12-31,Asset Manager - Value,Energy,-21134818.599357486,1960584978.0584106
2023-12-31,Asset Manager - Value,Financials,-165361813.0352273,3971442129.8640895
2023-12-31,Asset Manager - Value,Health Care,222486234.49034947,526979964.0098673
2023-12-31,Asset Manager - Value,Industrials,575028336.0945811,1971604902.4749143
2023-12-31,Asset Manager - Value,Information Technology,-1524986700.015931,2055514595.8335705
2023-12-31,Asset Manager - Value,Materials,-32026.573021181717,32026.573021181717
2023-12-31,Asset Manager - Value,Real Estate,8605488.420786211,21215729.546180546
2023-12-31,Asset Manager - Value,Unclassified,-816909209.1350634,15988775727.023222
2023-12-31,Asset Manager - Value,Utilities,0.0,0.0
2023-12-31,Conglomerate / Long-only Value,Financials,2702162220.0,2702162220.0
2023-12-31,Family Office - Macro,Communication Services,1699906.7282398294,53816570.66753831
2023-12-31,Family Office - Macro,Consumer Discretionary,-333189086.3426702,423225146.972479
2023-12-31,Family Office - Macro,Consumer Staples,28805000.0,28805000.0
2023-12-31,Family Office - Macro,ETF - Broad Equity,240501258.5842175,915740738.5842175
2023-12-31,Family Office - Macro,ETF - Fixed Income,-23975700.0,565705700.0
2023-12-31,Family Office - Macro,ETF - International Equity,0.0,0.0
2023-12-31,Family Office - Macro,ETF - Sector,-96746048.0,97668752.0
2023-12-31,Family Office - Macro,ETF - Thematic,-19835000.0,19835000.0
2023-12-31,Family Office - Macro,Energy,-7375656.881990665,25957723.118009336
2023-12-31,Family Office - Macro,Financials,94904895.9622071,215448122.69364795
2023-12-31,Family Office - Macro,Health Care,-314791690.5413979,484982263.8839405
2023-12-31,Family Office - Macro,Industrials,-4778928.899462663,18198002.28112427
2023-12-31,Family Office - Macro,Information Technology,-172612671.7299201,332476353.56865406
2023-12-31,Family Office - Macro,Materials,77225.74238522333,77225.74238522333
2023-12-31,Family Office - Macro,Real Estate,18944.0,18944.0
2023-12-31,Family Office - Macro,Unclassified,593321990.4832743,2902414331.680959
2023-12-31,Family Office - Macro,Utilities,-11649960.0,11649960.0
2023-12-31,Foundation / Endowment,Communication Services,-16348741.0,16348741.0
2023-12-31,Foundation / Endowment,Consumer Discretionary,-18046120.0,18046120.0
2023-12-31,Foundation / Endowment,Consumer Staples,-4994702.0,4994702.0
2023-12-31,Foundation / Endowment,ETF - Broad Equity,-8057711.0,8057711.0
2023-12-31,Foundation / Endowment,ETF - Sector,-5738154.0,5738154.0
2023-12-31,Foundation / Endowment,Energy,-10896342.0,10896342.0
2023-12-31,Foundation / Endowment,Financials,-952474629.2753881,952474629.2753881
2023-12-31,Foundation / Endowment,Health Care,-21078346.0,21078346.0
2023-12-31,Foundation / Endowment,Industrials,-147945817.06418014,147945817.06418014
2023-12-31,Foundation / Endowment,Information Technology,-433129635.0467539,433129635.0467539
2023-12-31,Foundation / Endowment,Materials,-1918000.0,1918000.0
2023-12-31,Foundation / Endowment,Real Estate,-1808949.9999999998,1808949.9999999998
2023-12-31,Foundation / Endowment,Unclassified,-13255258.0,33710524.0
2023-12-31,Hedge Fund - Activist,Communication Services,595264886.8741721,780534529.1258279
2023-12-31,Hedge Fund - Activist,Consumer Discretionary,-1791525938.594623,1797155938.594623
2023-12-31,Hedge Fund - Activist,Consumer Staples,205115959.0,205115959.0
2023-12-31,Hedge Fund - Activist,ETF - Broad Equity,5161357852.0,5161357852.0
2023-12-31,Hedge Fund - Activist,ETF - Fixed Income,0.0,0.0
2023-12-31,Hedge Fund - Activist,ETF - Sector,430697899.99999994,1160633900.0
2023-12-31,Hedge Fund - Activist,Energy,-348170906.24,348170906.24
2023-12-31,Hedge Fund - Activist,Financials,-460195630.1836312,460195630.1836312
2023-12-31,Hedge Fund - Activist,Health Care,370156126.17994857,386592818.17994857
2023-12-31,Hedge Fund - Activist,Industrials,-107946694.01001757,221102905.98998243
2023-12-31,Hedge Fund - Activist,Information Technology,-109411047.7095225,360782567.7095225
2023-12-31,Hedge Fund - Activist,Materials,0.0,0.0
2023-12-31,Hedge Fund - Activist,Real Estate,197594554.77830312,197594554.77830312
2023-12-31,Hedge Fund - Activist,Unclassified,65721040.86714097,5336864780.128252
2023-12-31,Hedge Fund - Activist,Utilities,97894.0,97894.0
2023-12-31,Hedge Fund - Contrarian Value,Communication Services,6624980.75,11688319.25
2023-12-31,Hedge Fund - Contrarian Value,Consumer Discretionary,9331420.0,26524780.0
2023-12-31,Hedge Fund - Contrarian Value,ETF - Broad Equity,-47365000.0,47365000.0
2023-12-31,Hedge Fund - Contrarian Value,Energy,1452375.0,6508375.0
2023-12-31,Hedge Fund - Contrarian Value,Financials,5144000.0,5144000.0
2023-12-31,Hedge Fund - Contrarian Value,Health Care,10546000.0,10546000.0
2023-12-31,Hedge Fund - Contrarian Value,Information Technology,5271500.0,5271500.0
2023-12-31,Hedge Fund - Contrarian Value,Unclassified,3128465.1595458663,34009900.84045413
2023-12-31,Hedge Fund - Event Driven,Communication Services,-63261709.99999997,452386290.0
2023-12-31,Hedge Fund - Event Driven,Consumer Discretionary,-72931200.0,72931200.0
2023-12-31,Hedge Fund - Event Driven,ETF - Sector,-29465000.0,29465000.0
2023-12-31,Hedge Fund - Event Driven,Energy,0.0,0.0
2023-12-31,Hedge Fund - Event Driven,Financials,-201330602.62,436822602.62
2023-12-31,Hedge Fund - Event Driven,Health Care,-475044511.0,549287911.0
2023-12-31,Hedge Fund - Event Driven,Industrials,-197024000.0,197024000.0
2023-12-31,Hedge Fund - Event Driven,Information Technology,-159678400.0,159678400.0
2023-12-31,Hedge Fund - Event Driven,Materials,0.0,0.0
2023-12-31,Hedge Fund - Event Driven,Real Estate,0.0,0.0
2023-12-31,Hedge Fund - Event Driven,Unclassified,328171360.1666181,847898760.1666181
2023-12-31,Hedge Fund - Event Driven,Utilities,0.0,0.0
2023-12-31,Hedge Fund - Global Macro,Communication Services,235239583.4280005,555665005.9858108
2023-12-31,Hedge Fund - Global Macro,Consumer Discretionary,-239156695.3685001,938035512.5312778
2023-12-31,Hedge Fund - Global Macro,Consumer Staples,-97092008.0523413,799567796.9643456
2023-12-31,Hedge Fund - Global Macro,ETF - Broad Equity,420726425.13000906,1311749004.0862734
2023-12-31,Hedge Fund - Global Macro,ETF - Commodity,-14460500.648226436,64961457.35177356
2023-12-31,Hedge Fund - Global Macro,ETF - Fixed Income,-161845616.59847945,182714900.5591341
2023-12-31,Hedge Fund - Global Macro,ETF - International Equity,117038973.47759746,180496524.61455232
2023-12-31,Hedge Fund - Global Macro,ETF - Sector,134205990.24568348,226153960.75974554
2023-12-31,Hedge Fund - Global Macro,ETF - Thematic,859444.0,859444.0
2023-12-31,Hedge Fund - Global Macro,Energy,434921642.468778,996176364.468617
2023-12-31,Hedge Fund - Global Macro,Financials,619392882.5391606,1441568985.5419014
2023-12-31,Hedge Fund - Global Macro,Health Care,439270208.9316273,1467982358.9281187
2023-12-31,Hedge Fund - Global Macro,Industrials,161363542.06719854,572969342.3319399
2023-12-31,Hedge Fund - Global Macro,Information Technology,-37417153.254718915,1370684729.323885
2023-12-31,Hedge Fund - Global Macro,Materials,59991537.72437225,296333274.84577924
2023-12-31,Hedge Fund - Global Macro,Real Estate,151907423.53319466,556777445.1926473
2023-12-31,Hedge Fund - Global Macro,Unclassified,-696913692.8759034,6836173004.600335
2023-12-31,Hedge Fund - Global Macro,Utilities,26588478.2186184,120830826.17117779
2023-12-31,Hedge Fund - Long/Short,Communication Services,914487341.5565491,1497119315.3995688
2023-12-31,Hedge Fund - Long/Short,Consumer Discretionary,-711340068.6578912,2218430419.6907115
2023-12-31,Hedge Fund - Long/Short,Consumer Staples,160040256.19781154,923245441.8536301
2023-12-31,Hedge Fund - Long/Short,ETF - Broad Equity,-314754804.0,711197196.0
2023-12-31,Hedge Fund - Long/Short,ETF - Commodity,19743900.0,19743900.0
2023-12-31,Hedge Fund - Long/Short,Energy,-155411671.40420288,964767830.7498409
2023-12-31,Hedge Fund - Long/Short,Financials,2005531390.6444871,4024590403.379482
2023-12-31,Hedge Fund - Long/Short,Health Care,-831988348.8552382,4385478515.147155
2023-12-31,Hedge Fund - Long/Short,Industrials,642765965.8585697,2333994071.8215704
2023-12-31,Hedge Fund - Long/Short,Information Technology,-529059886.0907732,2763825736.6168394
2023-12-31,Hedge Fund - Long/Short,Materials,66577137.9440498,109265361.42894283
2023-12-31,Hedge Fund - Long/Short,Real Estate,7934229.826151222,294308040.0701982
2023-12-31,Hedge Fund - Long/Short,Unclassified,-2173020707.4216676,15176481025.91076
2023-12-31,Hedge Fund - Long/Short,Utilities,-82505355.33538128,83515453.33538128
2023-12-31,Hedge Fund - Long/Short Growth,Communication Services,-1821616281.591067,2165051728.1287594
2023-12-31,Hedge Fund - Long/Short Growth,Consumer Discretionary,631274278.3595684,1569961800.8238506
2023-12-31,Hedge Fund - Long/Short Growth,Consumer Staples,282784817.0,282784817.0
2023-12-31,Hedge Fund - Long/Short Growth,ETF - Broad Equity,18544537.0,18544537.0
2023-12-31,Hedge Fund - Long/Short Growth,Energy,14475184.664523277,14475184.664523277
2023-12-31,Hedge Fund - Long/Short Growth,Financials,-25631378.687631294,805771341.2717545
2023-12-31,Hedge Fund - Long/Short Growth,Health Care,-168195900.79603583,526805206.1454985
2023-12-31,Hedge Fund - Long/Short Growth,Industrials,-36488285.07784128,573525971.0778413
2023-12-31,Hedge Fund - Long/Short Growth,Information Technology,285538049.44872236,3332138490.986552
2023-12-31,Hedge Fund - Long/Short Growth,Materials,0.0,0.0
2023-12-31,Hedge Fund - Long/Short Growth,Real Estate,-60663248.7282277,60663248.7282277
2023-12-31,Hedge Fund - Long/Short Growth,Unclassified,-596345298.2016077,5792830728.004775
2023-12-31,Hedge Fund - Long/Short Growth,Utilities,13041647.0,52660811.0
2023-12-31,Hedge Fund - Multi-strategy,Communication Services,836940028.5653703,16702061139.429287
2023-12-31,Hedge Fund - Multi-strategy,Consumer Discretionary,768353165.7108552,20985326967.691814
2023-12-31,Hedge Fund - Multi-strategy,Consumer Staples,1140351942.4712796,6544558850.135899
2023-12-31,Hedge Fund - Multi-strategy,ETF - Broad Equity,-6306270048.783462,51935453779.28671
2023-12-31,Hedge Fund - Multi-strategy,ETF - Commodity,-2005926301.8906941,2877649921.075864
2023-12-31,Hedge Fund - Multi-strategy,ETF - Fixed Income,1883926462.3753471,5095076632.939348
2023-12-31,Hedge Fund - Multi-strategy,ETF - International Equity,-56820344.334735356,1767998632.4400177
2023-12-31,Hedge Fund - Multi-strategy,ETF - Sector,-177879478.29732597,7057269603.253998
2023-12-31,Hedge Fund - Multi-strategy,ETF - Thematic,389621760.5117511,519729763.58539385
2023-12-31,Hedge Fund - Multi-strategy,Energy,945054671.0690922,11317664105.344446
2023-12-31,Hedge Fund - Multi-strategy,Financials,4170251180.6978316,24237007554.45236
2023-12-31,Hedge Fund - Multi-strategy,Health Care,-1354352707.7970228,21030291669.290123
2023-12-31,Hedge Fund - Multi-strategy,Industrials,-279335382.3316349,9990140159.494963
2023-12-31,Hedge Fund - Multi-strategy,Information Technology,-3344389757.437379,35500307423.365746
2023-12-31,Hedge Fund - Multi-strategy,Materials,391321289.33423096,3534102570.6496253
2023-12-31,Hedge Fund - Multi-strategy,Real Estate,-674070826.7088163,3284772878.900937
2023-12-31,Hedge Fund - Multi-strategy,Unclassified,-6092146614.002427,139863527992.22253
2023-12-31,Hedge Fund - Multi-strategy,Utilities,-37185127.94468286,990477066.1403314
2023-12-31,Hedge Fund - Opportunistic,Communication Services,-64826500.0,132802500.0
2023-12-31,Hedge Fund - Opportunistic,Consumer Discretionary,-42197199.99999999,238275800.0
2023-12-31,Hedge Fund - Opportunistic,ETF - Thematic,133543500.0,133543500.0
2023-12-31,Hedge Fund - Opportunistic,Energy,907200.0,907200.0
2023-12-31,Hedge Fund - Opportunistic,Health Care,31723155.000000004,31723155.000000004
2023-12-31,Hedge Fund - Opportunistic,Industrials,1652500.0,155577500.0
2023-12-31,Hedge Fund - Opportunistic,Information Technology,-231374900.0,559649600.0
2023-12-31,Hedge Fund - Opportunistic,Unclassified,39636483.0,124110569.0
2023-12-31,Hedge Fund - Quant,Communication Services,-5718696267.551059,10141905753.786415
2023-12-31,Hedge Fund - Quant,Consumer Discretionary,-12347455171.358736,19596668241.53448
2023-12-31,Hedge Fund - Quant,Consumer Staples,-2883688134.8665047,5907399442.26659
2023-12-31,Hedge Fund - Quant,ETF - Broad Equity,6485903066.990825,8556532931.554525
2023-12-31,Hedge Fund - Quant,ETF - Commodity,274316617.0625529,323286853.22588325
2023-12-31,Hedge Fund - Quant,ETF - Fixed Income,-27056645.361940745,1108714384.4229116
2023-12-31,Hedge Fund - Quant,ETF - International Equity,35199887.625695184,47665178.660177946
2023-12-31,Hedge Fund - Quant,ETF - Sector,-424899837.4913008,1312725984.7735958
2023-12-31,Hedge Fund - Quant,ETF - Thematic,130193651.50501846,131395309.50501846
2023-12-31,Hedge Fund - Quant,Energy,-3997415774.551388,6585357963.853168
2023-12-31,Hedge Fund - Quant,Financials,-8911893890.294638,14177055687.256512
2023-12-31,Hedge Fund - Quant,Health Care,-7920257382.034508,14221220474.318459
2023-12-31,Hedge Fund - Quant,Industrials,-3306561635.7426825,4728542121.056811
2023-12-31,Hedge Fund - Quant,Information Technology,-16590549423.509455,24018318228.007755
2023-12-31,Hedge Fund - Quant,Materials,-1005454847.949285,1996797450.4777339
2023-12-31,Hedge Fund - Quant,Real Estate,-232903009.83305022,976727115.3401045
2023-12-31,Hedge Fund - Quant,Unclassified,-33611025045.57056,70949377644.41016
2023-12-31,Hedge Fund - Quant,Utilities,-211389407.04086024,698374942.70543
2023-12-31,Hedge Fund - Value,Communication Services,-171487.35840095943,171487.35840095943
2023-12-31,Hedge Fund - Value,Consumer Discretionary,-2101290.0,2101290.0
2023-12-31,Hedge Fund - Value,Consumer Staples,-98077.0,98077.0
2023-12-31,Hedge Fund - Value,ETF - Broad Equity,34657121.0,34657121.0
2023-12-31,Hedge Fund - Value,ETF - Commodity,-32965514.19555656,34395496.894585684
2023-12-31,Hedge Fund - Value,Energy,-89721632.6438734,100667202.12642662
2023-12-31,Hedge Fund - Value,Financials,-2100574.085148493,10353288.769563144
2023-12-31,Hedge Fund - Value,Health Care,39319620.73580094,39319620.73580094
2023-12-31,Hedge Fund - Value,Materials,15146037.5,15148319.5
2023-12-31,Hedge Fund - Value,Real Estate,-4246.786537959283,4246.786537959283
2023-12-31,Hedge Fund - Value,Unclassified,124445451.62796475,281998803.5511904
2023-12-31,Hedge Fund - Value,Utilities,1565500.0,1565500.0
2023-12-31,Market Maker - Quant,Communication Services,899098349.6346072,10370099891.592474
2023-12-31,Market Maker - Quant,Consumer Discretionary,5739730135.726765,21217971123.775555
2023-12-31,Market Maker - Quant,Consumer Staples,1501086142.9891949,4596558904.009868
2023-12-31,Market Maker - Quant,ETF - Broad Equity,-11964274267.193985,74420260078.73112
2023-12-31,Market Maker - Quant,ETF - Commodity,1685324244.9271297,2551951502.136257
2023-12-31,Market Maker - Quant,ETF - Fixed Income,2043744860.9948478,10351521922.346617
2023-12-31,Market Maker - Quant,ETF - International Equity,2245136856.8393,5143367591.532983
2023-12-31,Market Maker - Quant,ETF - Sector,2142672779.338287,6658248792.93123
2023-12-31,Market Maker - Quant,ETF - Thematic,145667654.931343,629972678.3947612
2023-12-31,Market Maker - Quant,Energy,-861257160.8373846,6957767968.252751
2023-12-31,Market Maker - Quant,Financials,1743165096.997604,16291571045.814312
2023-12-31,Market Maker - Quant,Health Care,1160140772.9970891,9575998597.586784
2023-12-31,Market Maker - Quant,Industrials,3624075885.5744677,7161047584.849111
2023-12-31,Market Maker - Quant,Information Technology,4010791868.3855805,26118160956.35701
2023-12-31,Market Maker - Quant,Materials,255096310.98499647,2302050433.217755
2023-12-31,Market Maker - Quant,Real Estate,-98547002.83959177,1058572023.7987262
2023-12-31,Market Maker - Quant,Unclassified,9805269843.439943,62169204528.81468
2023-12-31,Market Maker - Quant,Utilities,-643813002.5322695,895506480.459355
2023-12-31,Pension Fund,Communication Services,129121119.43486711,581375486.23708
2023-12-31,Pension Fund,Consumer Discretionary,251743968.52202547,647438496.2392604
2023-12-31,Pension Fund,Consumer Staples,427521464.6161435,928956600.4240181
2023-12-31,Pension Fund,ETF - Sector,0.0,0.0
2023-12-31,Pension Fund,Energy,-102157909.8107738,142672327.49355513
2023-12-31,Pension Fund,Financials,-39496376.20243033,842065912.2783239
2023-12-31,Pension Fund,Health Care,862296302.1921408,1242547712.4929173
2023-12-31,Pension Fund,Industrials,181279276.25159344,295863337.7807565
2023-12-31,Pension Fund,Information Technology,2048775524.8874238,2971870120.9754095
2023-12-31,Pension Fund,Materials,-455334.888256754,57784062.04179915
2023-12-31,Pension Fund,Real Estate,-3489720.2894531935,48610561.79592594
2023-12-31,Pension Fund,Unclassified,-441635976.6178643,2566703111.238572
2023-12-31,Pension Fund,Utilities,19580141.273747526,185264436.99390575
2023-12-31,Sovereign Wealth Fund,Communication Services,2361032873.924422,3563895942.462331
2023-12-31,Sovereign Wealth Fund,Consumer Discretionary,2281827645.4989076,2687160362.4320374
2023-12-31,Sovereign Wealth Fund,Consumer Staples,949289368.6121154,992768277.0313103
2023-12-31,Sovereign Wealth Fund,ETF - Broad Equity,0.0,0.0
2023-12-31,Sovereign Wealth Fund,ETF - Sector,1131773.4488299163,1131773.4488299163
2023-12-31,Sovereign Wealth Fund,Energy,462645602.2922778,1312467323.3613384
2023-12-31,Sovereign Wealth Fund,Financials,2272979282.8560185,6406566064.693849
2023-12-31,Sovereign Wealth Fund,Health Care,861064103.7021841,4178543935.126377
2023-12-31,Sovereign Wealth Fund,Industrials,-293347870.2525166,1359065171.769385
2023-12-31,Sovereign Wealth Fund,Information Technology,5523434815.334355,8014298378.327227
2023-12-31,Sovereign Wealth Fund,Materials,586215973.6486862,1046436919.647574
2023-12-31,Sovereign Wealth Fund,Real Estate,1417892926.31145,1804278517.3006651
2023-12-31,Sovereign Wealth Fund,Unclassified,3891402362.091576,24054266457.47087
2023-12-31,Sovereign Wealth Fund,Utilities,348063530.4748333,410083733.6302861
2024-03-31,Asset Manager - Active,Communication Services,31479641734.187077,38421306864.479164
2024-03-31,Asset Manager - Active,Consumer Discretionary,41694543216.152824,48795398004.01291
2024-03-31,Asset Manager - Active,Consumer Staples,20731313509.240257,24151670114.024963
2024-03-31,Asset Manager - Active,ETF - Broad Equity,3198899815.9922447,6798812563.232438
2024-03-31,Asset Manager - Active,ETF - Commodity,59259940.840353385,69535669.97794813
2024-03-31,Asset Manager - Active,ETF - Fixed Income,-737104322.193762,1539962681.1156635
2024-03-31,Asset Manager - Active,ETF - International Equity,169787480.16213977,519596048.75790197
2024-03-31,Asset Manager - Active,ETF - Sector,-211886632.03116375,234728425.5326968
2024-03-31,Asset Manager - Active,ETF - Thematic,235726.24201915413,358990.0349648528
2024-03-31,Asset Manager - Active,Energy,21510123834.8687,31562535206.920116
2024-03-31,Asset Manager - Active,Financials,70527308936.62074,75486653734.75314
2024-03-31,Asset Manager - Active,Health Care,81475529503.52527,98083193752.9564
2024-03-31,Asset Manager - Active,Industrials,20579881290.058895,21794562156.489075
2024-03-31,Asset Manager - Active,Information Technology,74466773828.06262,107060093209.25237
2024-03-31,Asset Manager - Active,Materials,2933664673.868769,4774997543.134911
2024-03-31,Asset Manager - Active,Real Estate,8730097692.357763,9355338129.699587
2024-03-31,Asset Manager - Active,Unclassified,201719764596.19128,251354860815.3732
2024-03-31,Asset Manager - Active,Utilities,4018412881.929718,5370475397.109964
2024-03-31,Asset Manager - Growth,Communication Services,-594854328.9942191,1387621407.0462868
2024-03-31,Asset Manager - Growth,Consumer Discretionary,-665509717.9002508,2016895809.233647
2024-03-31,Asset Manager - Growth,Consumer Staples,-225974556.24392882,268832361.8197964
2024-03-31,Asset Manager - Growth,Energy,-101461980.03915495,105322626.03915495
2024-03-31,Asset Manager - Growth,Financials,-416575576.5246198,2478402492.4709625
2024-03-31,Asset Manager - Growth,Health Care,-337197638.30117905,450639591.3140356
2024-03-31,Asset Manager - Growth,Industrials,-31082296.57557361,31082296.57557361
2024-03-31,Asset Manager - Growth,Information Technology,-3826880574.278718,4244265143.145117
2024-03-31,Asset Manager - Growth,Materials,-202079343.7878971,246883716.30878145
2024-03-31,Asset Manager - Growth,Real Estate,-177802472.5723852,187393834.21690762
2024-03-31,Asset Manager - Growth,Unclassified,-1905187759.292334,4951716680.737678
2024-03-31,Asset Manager - Growth,Utilities,-4290851.585946234,6801751.585946234
2024-03-31,Asset Manager - Index,Communication Services,1839643518.0909526,5159291908.175575
2024-03-31,Asset Manager - Index,Consumer Discretionary,7090379521.8633795,12078503161.554499
2024-03-31,Asset Manager - Index,Consumer Staples,23370024013.39562,27387684527.73649
2024-03-31,Asset Manager - Index,ETF - Broad Equity,3766970471.8041515,4453626943.362544
2024-03-31,Asset Manager - Index,ETF - Commodity,-5066367.51833016,13459952.817758504
2024-03-31,Asset Manager - Index,ETF - Fixed Income,234874156.30089235,962798477.0748461
2024-03-31,Asset Manager - Index,ETF - International Equity,-492265766.67438674,835001621.0147301
2024-03-31,Asset Manager - Index,ETF - Sector,10965841.034811739,318437253.7846888
2024-03-31,Asset Manager - Index,Energy,-873497215.6972029,8399274637.448605
2024-03-31,Asset Manager - Index,Financials,445954625.10256785,12778952356.192865
2024-03-31,Asset Manager - Index,Health Care,7806051115.641948,17020446996.982624
2024-03-31,Asset Manager - Index,Industrials,1408951616.7079678,7927618645.801537
2024-03-31,Asset Manager - Index,Information Technology,18613095332.47555,26984195442.738125
2024-03-31,Asset Manager - Index,Materials,1636695245.8555171,2596573066.5988116
2024-03-31,Asset Manager - Index,Real Estate,1808106808.2475855,6236187996.769867
2024-03-31,Asset Manager - Index,Unclassified,12637334129.753506,79034091649.48758
2024-03-31,Asset Manager - Index,Utilities,-1148172445.9377449,2295044150.9246674
2024-03-31,Asset Manager - Index/Active,Communication Services,1013702518.1567651,3447277749.706537
