period,sector,weight_ew,weight_ew_prev,d_qoq,weight_ew_4q,d_yoy,avg_trailing,d_vs_avg,hist_percentile,hist_min,hist_max,weight_bench,active_weight,active_weight_prev,d_active_qoq,overweight_breadth,n_active_managers,n_index_managers,benchmark_name,net_flow,gross_flow,price_effect,n_buyers,n_sellers
2011-12-31,Consumer Staples,0.10463296410465318,0.1152949946693621,-0.010662030564708921,,,,,,,,0.07429783174491657,0.030335132359736616,0.03654165985102252,-0.006206527491285904,0.35714285714285715,42,3,"Índice implícito (managers índice, ponderado por valor)",4527053108.381364,6829558275.837202,4438928891.618636,70,21
2011-12-31,Energy,0.08498374345118218,0.0810188615243642,0.003964881926817973,,,,,,,,0.0763948055011485,0.008588937950033682,0.00707494039092349,0.0015139975591101917,0.23809523809523808,42,3,"Índice implícito (managers índice, ponderado por valor)",4576383191.558818,5843597489.937638,9486204808.441183,54,18
2011-12-31,Financials,0.19309534377062607,0.17987727905775533,0.013218064712870736,,,,,,,,0.1723887495580125,0.02070659421261356,0.0071307659331966144,0.013575828279416946,0.5714285714285714,42,3,"Índice implícito (managers índice, ponderado por valor)",13452554733.020662,18094506253.26063,14940337266.979338,186,48
2011-12-31,Health Care,0.13366066419136305,0.1367195180022354,-0.0030588538108723418,,,,,,,,0.12651234111097387,0.0071483230803891795,0.0022973508201272475,0.004850972260261932,0.5238095238095238,42,3,"Índice implícito (managers índice, ponderado por valor)",8228263786.719652,13731329759.296589,7095422213.280348,125,48
2011-12-31,Industrials,0.08713970353674617,0.08823989039735773,-0.0011001868606115572,,,,,,,,0.10895612391045416,-0.021816420373707984,-0.01935749744373133,-0.0024589229299766535,0.19047619047619047,42,3,"Índice implícito (managers índice, ponderado por valor)",9524796684.873291,13198356474.581457,5740725315.126709,67,27
2011-12-31,Information Technology,0.10554809593472449,0.09948181123838598,0.006066284696338506,,,,,,,,0.13732796260116686,-0.03177986666644238,-0.02635429843579029,-0.005425568230652086,0.30952380952380953,42,3,"Índice implícito (managers índice, ponderado por valor)",4887220474.769137,8888293228.625845,17044966525.230862,100,54
2011-12-31,Materials,0.05918297866201655,0.06195264355819085,-0.0027696648961742995,,,,,,,,0.05462978798212876,0.0045531906798877905,0.003129833305265485,0.0014233573746223055,0.42857142857142855,42,3,"Índice implícito (managers índice, ponderado por valor)",4202325379.5276165,5575234967.637178,1550016620.4723835,49,20
2011-12-31,Real Estate,0.02347701690350782,0.027174856855625856,-0.003697839952118035,,,,,,,,0.032321902837165975,-0.008844885933658155,-0.005967672044036271,-0.002877213889621883,0.23809523809523808,42,3,"Índice implícito (managers índice, ponderado por valor)",748518567.7577825,2051647730.9019578,1477438432.2422175,28,16
2011-12-31,Utilities,0.00822176574034595,0.009271104577202918,-0.0010493388368569678,,,,,,,,0.020520965532840246,-0.012299199792494296,-0.008882672210043829,-0.003416527582450467,0.09523809523809523,42,3,"Índice implícito (managers índice, ponderado por valor)",727932880.9709215,1624160248.6840985,-203468880.97092152,11,6
2012-03-31,Communication Services,0.05705461675347149,0.05211816915838913,0.004936447595082362,,,,,,,,0.055261049580821446,0.001793567172650043,-0.0003209978313910497,0.0021145650040410927,0.37209302325581395,43,3,"Índice implícito (managers índice, ponderado por valor)",472930399.9398155,2258052000.654678,5509204600.0601845,26,21
2012-03-31,Consumer Discretionary,0.15105736202658107,0.1479395545464454,0.0031178074801356814,,,,,,,,0.1461634725892893,0.004893889437291771,0.0037291923150330197,0.001164697122258751,0.37209302325581395,43,3,"Índice implícito (managers índice, ponderado por valor)",2640352959.8798847,8329916194.807873,12912607040.120115,72,56
2012-03-31,Consumer Staples,0.09525722106942859,0.10463296410465318,-0.009375743035224593,,,,,,,,0.0694179936016454,0.025839227467783193,0.030335132359736616,-0.004495904891953423,0.37209302325581395,43,3,"Índice implícito (managers índice, ponderado por valor)",1228443682.2451096,6785597219.303321,2161733317.7548904,42,39
2012-03-31,Energy,0.07825931712580565,0.08498374345118218,-0.006724426325376523,,,,,,,,0.07337169995836317,0.004887617167442487,0.008588937950033682,-0.0037013207825911942,0.23255813953488372,43,3,"Índice implícito (managers índice, ponderado por valor)",-1150449394.29022,4123015762.77585,1968058394.29022,28,29
2012-03-31,Financials,0.19234505279459138,0.19309534377062607,-0.0007502909760346843,,,,,,,,0.17208989870359404,0.020255154090997346,0.02070659421261356,-0.0004514401216162145,0.5581395348837209,43,3,"Índice implícito (managers índice, ponderado por valor)",2511631611.208586,11127976196.731087,14659048388.791414,96,89
2012-03-31,Health Care,0.13212208497523262,0.13366066419136305,-0.0015385792161304312,,,,,,,,0.12353694197222041,0.008585143003012205,0.0071483230803891795,0.0014368199226230255,0.5348837209302325,43,3,"Índice implícito (managers índice, ponderado por valor)",3776231956.599735,11835035363.790394,8301195043.400266,75,60
2012-03-31,Industrials,0.08505653344917136,0.08713970353674617,-0.0020831700875748177,,,,,,,,0.10619970747358227,-0.02114317402441092,-0.021816420373707984,0.0006732463492970658,0.23255813953488372,43,3,"Índice implícito (managers índice, ponderado por valor)",1181182978.6495068,5624570529.833176,7307938021.350493,46,42
