period,sector,value_usd,share,share_prev,d_share,value_prev,d_value
2014-12-31,ETF - International Equity,70771260000.0,0.012107532185256415,0.012160445735660752,-5.291355040433661e-05,66650887000.0,4120373000.0
2014-12-31,ETF - Sector,151062173000.0,0.025843684591347855,0.026558441910913385,-0.0007147573195655302,145565693000.0,5496480000.0
2014-12-31,ETF - Thematic,1023428000.0,0.0001750878456776466,,,,
2014-12-31,Energy,374223816000.0,0.06402213125369641,0.06506676069481064,-0.0010446294411142337,356628154000.0,17595662000.0
2014-12-31,Financials,955931341000.0,0.16354053153854864,0.16352352741743845,1.700412111019234e-05,896265514000.0,59665827000.0
2014-12-31,Health Care,635495663000.0,0.10872046355206004,0.10680302839148366,0.0019174351605763806,585382866000.0,50112797000.0
2014-12-31,Industrials,487109480000.0,0.08333458676365967,0.08317675368331501,0.0001578330803446576,455888257000.0,31221223000.0
2014-12-31,Information Technology,855007460000.0,0.1462744953330538,0.14322075554563848,0.003053739787415327,784986883000.0,70020577000.0
2014-12-31,Materials,257886195000.0,0.04411911567062409,0.04670694165223441,-0.002587825981610316,255998765000.0,1887430000.0
2014-12-31,Real Estate,129293947000.0,0.022119581093530582,0.023089493686375216,-0.0009699125928446344,126552535000.0,2741412000.0
2014-12-31,Utilities,59625259000.0,0.010200676692724557,0.011324236378264487,-0.00112355968553993,62067659000.0,-2442400000.0
2015-03-31,Communication Services,417682413000.0,0.06679497275448194,0.07287126187875895,-0.006076289124277004,425948983000.0,-8266570000.0
