period,sector,manager_type,value_usd,share,share_prev,d_share,value_prev,d_value
2023-09-30,Unclassified,Hedge Fund - Long/Short,25819545986.0,0.33278187050675845,,,,
2023-09-30,Unclassified,Hedge Fund - Long/Short Growth,10027114191.0,0.20499728371551992,,,,
2023-09-30,Unclassified,Hedge Fund - Multi-strategy,183978917415.0,0.24597180642086175,,,,
2023-09-30,Unclassified,Hedge Fund - Opportunistic,535706223.0,0.10574554650219369,,,,
2023-09-30,Unclassified,Hedge Fund - Quant,89414171653.0,0.3874852680611592,,,,
2023-09-30,Unclassified,Hedge Fund - Value,892484087.0,0.5054050617559764,0.6458575775258555,-0.14045251576987905,1377352585.0,-484868498.0
2023-09-30,Unclassified,Market Maker - Quant,115560878681.0,0.14629431924159697,,,,
2023-09-30,Unclassified,Pension Fund,27669403206.0,0.23805894012116255,,,,
2023-09-30,Utilities,Asset Manager - Active,6320596862.0,0.005462799328090111,,,,
2023-09-30,Utilities,Asset Manager - Growth,12611268.0,0.00011506422278528537,,,,
2023-09-30,Utilities,Asset Manager - Index,53416528396.0,0.009093020298013644,0.009228318904960491,-0.00013529860694684766,38919885030.0,14496643366.0
2023-09-30,Utilities,Asset Manager - Index/Active,28937889029.0,0.008321569261010731,0.00904383154217679,-0.0007222622811660587,32810816395.0,-3872927366.0
2023-09-30,Utilities,Asset Manager - Value,1374960.0,6.882093301748754e-06,,,,
2023-09-30,Utilities,Family Office - Macro,11649960.0,0.0016526154482602302,,,,
2023-09-30,Utilities,Hedge Fund - Event Driven,2170000.0,0.00028142068661100823,,,,
2023-09-30,Utilities,Hedge Fund - Global Macro,88490644.0,0.0033369447641987604,,,,
2023-09-30,Utilities,Hedge Fund - Long/Short,361771838.0,0.004662789539815574,,,,
2023-09-30,Utilities,Hedge Fund - Long/Short Growth,19809582.0,0.00040499294454877086,,,,
2023-09-30,Utilities,Hedge Fund - Multi-strategy,1512102024.0,0.002021614604335078,,,,
2023-09-30,Utilities,Hedge Fund - Quant,951556121.0,0.004123663752674834,,,,
2023-09-30,Utilities,Hedge Fund - Value,42840361.0,0.024260079941182556,0.015300608561800218,0.008959471379382338,32630000.0,10210361.0
2023-09-30,Utilities,Market Maker - Quant,1910222083.0,0.0024182460571641274,,,,
2023-09-30,Utilities,Pension Fund,2197346052.0,0.018905282066405727,,,,
2023-12-31,Communication Services,Asset Manager - Active,122019295646.0,0.0937294252883611,0.09348832024109305,0.00024110504726805593,108168348874.0,13850946772.0
2023-12-31,Communication Services,Asset Manager - Growth,11442536538.0,0.0906763245974245,0.08669444233263646,0.003981882264788045,9501883556.0,1940652982.0
2023-12-31,Communication Services,Asset Manager - Index,440480857000.0,0.06640322253116795,0.06633020384689906,7.301868426889957e-05,389653723535.0,50827133465.0
2023-12-31,Communication Services,Asset Manager - Index/Active,253984714802.0,0.06475987293445037,0.06515327901438911,-0.0003934060799387351,226567645940.0,27417068862.0
2023-12-31,Communication Services,Asset Manager - Value,23992865937.0,0.11129316412113864,0.12318817210575127,-0.011895007984612627,24611524676.0,-618658739.0
2023-12-31,Communication Services,Family Office - Macro,411472857.0,0.05378925630535796,0.05826145994229535,-0.004472203636937386,410708782.0,764075.0
2023-12-31,Communication Services,Hedge Fund - Activist,2062867887.0,0.06079458073354655,0.0716253145120709,-0.010830733778524344,1957746038.0,105121849.0
2023-12-31,Communication Services,Hedge Fund - Contrarian Value,14251025.0,0.15065903565700164,0.07047247668084544,0.0801865589761562,6975094.0,7275931.0
2023-12-31,Communication Services,Hedge Fund - Event Driven,583918290.0,0.07538154172735141,0.0762630607672979,-0.0008815190399464878,588055000.0,-4136710.0
2023-12-31,Communication Services,Hedge Fund - Global Macro,1308630470.0,0.04321498125501269,0.03692057699694553,0.006294404258067161,979076930.0,329553540.0
2023-12-31,Communication Services,Hedge Fund - Long/Short,5797687186.0,0.06799910887020716,0.05608628777640009,0.01191282109380707,4351566641.0,1446120545.0
2023-12-31,Communication Services,Hedge Fund - Long/Short Growth,10029126485.0,0.18077168410497169,0.2103000353666151,-0.02952835126164341,10286489805.0,-257363320.0
2023-12-31,Communication Services,Hedge Fund - Multi-strategy,55333836392.0,0.06697997169658479,0.06400140397143768,0.0029785677251471104,47870970202.0,7462866190.0
2023-12-31,Communication Services,Hedge Fund - Opportunistic,1084445000.0,0.18726434781185555,0.20108213792396906,-0.01381779011211351,1018680750.0,65764250.0
2023-12-31,Communication Services,Hedge Fund - Quant,7796712589.0,0.05007182666158624,0.055338940034706005,-0.005267113373119768,12769738339.0,-4973025750.0
2023-12-31,Communication Services,Hedge Fund - Value,1461576.0,0.0007120664333579908,0.0008436105552308215,-0.00013154412187283066,1489714.0,-28138.0
2023-12-31,Communication Services,Market Maker - Quant,61464005983.0,0.06759813426170819,0.06719250680376888,0.0004056274579393032,53076737137.0,8387268846.0
2023-12-31,Communication Services,Pension Fund,8889755904.0,0.06749344841924208,0.06777825786169317,-0.00028480944245108664,7877813555.0,1011942349.0
2023-12-31,Consumer Discretionary,Asset Manager - Active,108540954168.0,0.08337600377510856,0.0789961548316936,0.004379848943414963,91400547293.0,17140406875.0
2023-12-31,Consumer Discretionary,Asset Manager - Growth,29073209718.0,0.23039050762245986,0.23387370948712632,-0.0034832018646664686,25633024385.0,3440185333.0
2023-12-31,Consumer Discretionary,Asset Manager - Index,535064975197.0,0.08066193581856443,0.07931672705094243,0.0013452087676219943,465942455195.0,69122520002.0
2023-12-31,Consumer Discretionary,Asset Manager - Index/Active,306623707345.0,0.07818152498599075,0.07705786606275901,0.0011236589232317407,267965320842.0,38658386503.0
2023-12-31,Consumer Discretionary,Asset Manager - Value,11732390265.0,0.054421795158797096,0.05693092850938397,-0.0025091333505868757,11374119186.0,358271079.0
2023-12-31,Consumer Discretionary,Family Office - Macro,470205435.0,0.06146699649592521,0.10562978237521874,-0.04416278587929353,744627397.0,-274421962.0
2023-12-31,Consumer Discretionary,Foundation / Endowment,149725849.0,0.0035410129152591953,0.004503827767128054,-0.0009628148518688586,175262885.0,-25537036.0
2023-12-31,Consumer Discretionary,Hedge Fund - Activist,5900118184.0,0.17388181450451465,0.23878789571969472,-0.06490608121518007,6526827281.0,-626709097.0
2023-12-31,Consumer Discretionary,Hedge Fund - Contrarian Value,29848875.0,0.3155564405329711,0.20524188131637053,0.11031455921660058,20314050.0,9534825.0
2023-12-31,Consumer Discretionary,Hedge Fund - Event Driven,642023500.0,0.08288269452082106,0.07771602150670577,0.005166673014115289,599258600.0,42764900.0
2023-12-31,Consumer Discretionary,Hedge Fund - Global Macro,2275661063.0,0.07514928960832408,0.08053909129671293,-0.0053898016883888455,2135772858.0,139888205.0
2023-12-31,Consumer Discretionary,Hedge Fund - Long/Short,7050329255.0,0.08269092332874124,0.09116887088347228,-0.008477947554731038,7073518911.0,-23189656.0
2023-12-31,Consumer Discretionary,Hedge Fund - Long/Short Growth,6843714335.0,0.12335568483672249,0.11307375752604962,0.010281927310672873,5530821961.0,1312892374.0
2023-12-31,Consumer Discretionary,Hedge Fund - Multi-strategy,77267025844.0,0.09352944855380824,0.09361062866285823,-8.11801090499914e-05,70017708007.0,7249317837.0
2023-12-31,Consumer Discretionary,Hedge Fund - Opportunistic,1060240550.0,0.183084670148724,0.192470598588342,-0.009385928439617996,975054750.0,85185800.0
2023-12-31,Consumer Discretionary,Hedge Fund - Quant,11379481262.0,0.07308098211206648,0.09767843782216966,-0.024597455710103175,22539790093.0,-11160308831.0
2023-12-31,Consumer Discretionary,Market Maker - Quant,123303890104.0,0.13560965942484238,0.13810526151017977,-0.0024956020853373895,109092174278.0,14211715826.0
2023-12-31,Consumer Discretionary,Pension Fund,10989384517.0,0.08343440079424673,0.08292025187399844,0.0005141489202482863,9637755599.0,1351628918.0
2023-12-31,Consumer Staples,Asset Manager - Active,32510080359.0,0.024972699047270702,0.025634594708543814,-0.0006618956612731118,29659873838.0,2850206521.0
2023-12-31,Consumer Staples,Asset Manager - Growth,554206175.0,0.004391804111903728,0.005032953188498771,-0.0006411490765950434,551621694.0,2584481.0
2023-12-31,Consumer Staples,Asset Manager - Index,277474432950.0,0.04182973272295575,0.04502835662881155,-0.0031986239058557978,264517004434.0,12957428516.0
2023-12-31,Consumer Staples,Asset Manager - Index/Active,148459173604.0,0.03785344809447896,0.04064490498645784,-0.0027914568919788843,141340859302.0,7118314302.0
2023-12-31,Consumer Staples,Asset Manager - Value,4410575510.0,0.020458869123514196,0.019531284388200724,0.000927584735313472,3902117220.0,508458290.0
2023-12-31,Consumer Staples,Family Office - Macro,28805000.0,0.0037654963177214777,,,,
2023-12-31,Consumer Staples,Foundation / Endowment,1343387942.0,0.0317710942004775,0.031941487057688664,-0.00017039285721116154,1242977632.0,100410310.0
2023-12-31,Consumer Staples,Hedge Fund - Activist,122567250.0,0.003612167614984926,0.004597529492310681,-0.0009853618773257551,125665000.0,-3097750.0
2023-12-31,Consumer Staples,Hedge Fund - Global Macro,3822211556.0,0.12622111782651133,0.1412103261693787,-0.014989208342867377,3744680714.0,77530842.0
2023-12-31,Consumer Staples,Hedge Fund - Long/Short,3196886325.0,0.037495196668127284,0.03798425362827065,-0.0004890569601433692,2947084172.0,249802153.0
2023-12-31,Consumer Staples,Hedge Fund - Long/Short Growth,282784817.0,0.005097102692329463,,,,
2023-12-31,Consumer Staples,Hedge Fund - Multi-strategy,15750307845.0,0.01906528161533943,0.018580072389038527,0.00048520922630090196,13897290317.0,1853017528.0
2023-12-31,Consumer Staples,Hedge Fund - Quant,6092195616.0,0.03912512605674397,0.037806002486691276,0.001319123570052691,8723924945.0,-2631729329.0
2023-12-31,Consumer Staples,Market Maker - Quant,15075000312.0,0.01657949036656869,0.01605958992919347,0.0005199004373752196,12685798964.0,2389201348.0
2023-12-31,Consumer Staples,Pension Fund,8019974999.0,0.06088983485756434,0.06269690722820197,-0.0018070723706376246,7287212171.0,732762828.0
2023-12-31,ETF - Broad Equity,Asset Manager - Active,39505139280.0,0.03034597094703393,0.029739065691413474,0.0006069052556204567,34408850481.0,5096288799.0
2023-12-31,ETF - Broad Equity,Asset Manager - Index,33187342696.0,0.005003047163660553,0.004755154037009708,0.0002478931266508451,27933933096.0,5253409600.0
2023-12-31,ETF - Broad Equity,Asset Manager - Index/Active,99017121720.0,0.025246937501420506,0.02461817084676287,0.0006287666546576365,85608600219.0,13408521501.0
2023-12-31,ETF - Broad Equity,Asset Manager - Value,12152756.0,5.637170113747851e-05,2.173903795612613e-06,5.41977973418659e-05,434320.0,11718436.0
2023-12-31,ETF - Broad Equity,Family Office - Macro,1163332864.0,0.1520751819363437,0.1150969222001271,0.0369782597362166,811365125.0,351967739.0
2023-12-31,ETF - Broad Equity,Hedge Fund - Activist,6159710180.0,0.18153222520607235,0.040870892642714554,0.14066133256335778,1117130566.0,5042579614.0
2023-12-31,ETF - Broad Equity,Hedge Fund - Global Macro,3387024661.0,0.11184991530525856,0.10401604257844344,0.007833872726815128,2758345506.0,628679155.0
2023-12-31,ETF - Broad Equity,Hedge Fund - Long/Short,318647196.0,0.0037373050109209944,0.007978398752355722,-0.0042410937414347274,619020000.0,-300372804.0
2023-12-31,ETF - Broad Equity,Hedge Fund - Long/Short Growth,18544537.0,0.0003342591390636908,,,,
2023-12-31,ETF - Broad Equity,Hedge Fund - Multi-strategy,179542771146.0,0.21733121203618788,0.22131071042760977,-0.003979498391421893,165533219068.0,14009552078.0
2023-12-31,ETF - Broad Equity,Hedge Fund - Quant,13908805468.0,0.08932473635696037,0.0289105976500583,0.06041413870690207,6671265604.0,7237539864.0
2023-12-31,ETF - Broad Equity,Hedge Fund - Value,36079057.0,0.01757738594292028,0.0008615846086551876,0.016715801334265094,1521454.0,34557603.0
2023-12-31,ETF - Broad Equity,Market Maker - Quant,216757160728.0,0.2383895975984811,0.25883779012042596,-0.020448192521944852,204461271068.0,12295889660.0
2023-12-31,ETF - Commodity,Asset Manager - Active,909569594.0,0.0006986881448055851,0.0007175862759917356,-1.8898131186150533e-05,830265454.0,79304140.0
2023-12-31,ETF - Commodity,Asset Manager - Index,183491823.0,2.7661697805220814e-05,2.4035728906398384e-05,3.62596889882243e-06,141196781.0,42295042.0
2023-12-31,ETF - Commodity,Asset Manager - Index/Active,2068048961.0,0.0005273017631828272,0.0005530938959647621,-2.579213278193482e-05,1923359559.0,144689402.0
2023-12-31,ETF - Commodity,Hedge Fund - Global Macro,26791216.0,0.0008847279073663904,0.001548065966326507,-0.0006633380589601166,41052329.0,-14261113.0
2023-12-31,ETF - Commodity,Hedge Fund - Long/Short,19743900.0,0.0002315695142822566,,,,
2023-12-31,ETF - Commodity,Hedge Fund - Multi-strategy,3044663899.0,0.0036854755621122505,0.006271093581547159,-0.002585618019434908,4690574196.0,-1645910297.0
2023-12-31,ETF - Commodity,Hedge Fund - Quant,679547423.0,0.0043641702043486245,0.001593367244686264,0.0027708029596623606,367677494.0,311869929.0
2023-12-31,ETF - Commodity,Hedge Fund - Value,76841335.0,0.037436394240132946,0.057506964608759224,-0.020070570368626278,101550330.0,-24708995.0
2023-12-31,ETF - Commodity,Market Maker - Quant,9866107034.0,0.010850747803668676,0.009816670161691323,0.0010340776419773528,7754388793.0,2111718241.0
2023-12-31,ETF - Fixed Income,Asset Manager - Active,9478063503.0,0.007280598042133536,0.0067641843828172244,0.0005164136593163119,7826332255.0,1651731248.0
2023-12-31,ETF - Fixed Income,Asset Manager - Index,3837066126.0,0.0005784441066676924,0.0005470612389029368,3.1382867764755606e-05,3213686019.0,623380107.0
2023-12-31,ETF - Fixed Income,Asset Manager - Index/Active,11655154562.0,0.0029717785538980633,0.0029697142660408643,2.064287857198987e-06,10327050005.0,1328104557.0
2023-12-31,ETF - Fixed Income,Family Office - Macro,354214174.0,0.046304189129725906,0.05007791051766185,-0.003773721387935941,353019606.0,1194568.0
2023-12-31,ETF - Fixed Income,Hedge Fund - Activist,297491300.0,0.008767337438016803,0.01012264664224358,-0.0013553092042267768,276683900.0,20807400.0
2023-12-31,ETF - Fixed Income,Hedge Fund - Global Macro,255037435.0,0.00842211627003574,0.015096588676179579,-0.006674472406143838,400338318.0,-145300883.0
2023-12-31,ETF - Fixed Income,Hedge Fund - Multi-strategy,13569525571.0,0.016425509199160963,0.014522382951838915,0.001903126247322048,10862270488.0,2707255083.0
2023-12-31,ETF - Fixed Income,Hedge Fund - Quant,784576906.0,0.005038687573957927,0.0033725387963901617,0.0016661487775677655,778230265.0,6346641.0
2023-12-31,ETF - Fixed Income,Market Maker - Quant,18614299904.0,0.020472013237248447,0.019335705830606946,0.0011363074066415013,15273670005.0,3340629899.0
2023-12-31,ETF - International Equity,Asset Manager - Active,3989494566.0,0.003064540168688294,0.0028824434741367383,0.00018209669455155567,3335059936.0,654434630.0
2023-12-31,ETF - International Equity,Asset Manager - Index,4184133892.0,0.0006307651502110065,0.0006717748568182459,-4.1009706607239354e-05,3946310416.0,237823476.0
2023-12-31,ETF - International Equity,Asset Manager - Index/Active,12454452637.0,0.00317557995908933,0.003311913602925893,-0.00013633364383656282,11517033063.0,937419574.0
2023-12-31,ETF - International Equity,Asset Manager - Value,771885.0,3.580461134289424e-06,,,,
2023-12-31,ETF - International Equity,Family Office - Macro,16107489.0,0.0021056306376406597,0.00198923209953785,0.0001163985381028099,14022908.0,2084581.0
2023-12-31,ETF - International Equity,Hedge Fund - Global Macro,468034732.0,0.015455938581404793,0.012945570630435742,0.0025103679509690512,343296627.0,124738105.0
2023-12-31,ETF - International Equity,Hedge Fund - Multi-strategy,3430371263.0,0.004152362913657235,0.0043435030342558545,-0.00019114012059861987,3248799111.0,181572152.0
2023-12-31,ETF - International Equity,Hedge Fund - Quant,71742274.0,0.0004607411991951811,0.0001427585916821795,0.00031798260751300157,32942262.0,38800012.0
2023-12-31,ETF - International Equity,Market Maker - Quant,10850788806.0,0.011933701144639047,0.0101112257723951,0.0018224753722439462,7987064302.0,2863724504.0
2023-12-31,ETF - Sector,Asset Manager - Active,492591000.0,0.00037838500122281787,0.0004216564305700597,-4.327142934724184e-05,487867145.0,4723855.0
2023-12-31,ETF - Sector,Asset Manager - Index,843006253.0,0.0001270845961261038,0.00012205968219446523,5.024913931638564e-06,717033974.0,125972279.0
2023-12-31,ETF - Sector,Asset Manager - Index/Active,1490689729.0,0.00038008931958755056,0.0003794866422125531,6.026773749974478e-07,1319648013.0,171041716.0
2023-12-31,ETF - Sector,Family Office - Macro,16293852.0,0.002129992699444497,0.015411209741273496,-0.013281217041829,108639900.0,-92346048.0
2023-12-31,ETF - Sector,Hedge Fund - Activist,2716997900.0,0.08007238331905181,0.0863134439288562,-0.006241060609804394,2359219000.0,357778900.0
2023-12-31,ETF - Sector,Hedge Fund - Global Macro,204849939.0,0.006764771627222995,0.0025779043735611362,0.004186867253661859,68362060.0,136487879.0
2023-12-31,ETF - Sector,Hedge Fund - Multi-strategy,17189049815.0,0.020806836199529097,0.021382860509683133,-0.0005760243101540358,15993684744.0,1195365071.0
2023-12-31,ETF - Sector,Hedge Fund - Quant,813531533.0,0.0052246391590196044,0.005086360637162687,0.0001382785218569174,1173703262.0,-360171729.0
2023-12-31,ETF - Sector,Market Maker - Quant,19852789587.0,0.02183410460331284,0.020953169601343146,0.0008809350019696946,16551337761.0,3301451826.0
2023-12-31,ETF - Sector,Pension Fund,451200000.0,0.0034256333082283504,0.0034246123713026046,1.0209369257457683e-06,398040000.0,53160000.0
2023-12-31,ETF - Thematic,Asset Manager - Active,1352904.0,1.039236570896251e-06,8.243484611497633e-07,2.1488810974648782e-07,953792.0,399112.0
2023-12-31,ETF - Thematic,Asset Manager - Index/Active,44594678.0,1.1370549141447737e-05,4.410170808699521e-12,1.137054473127693e-05,16.0,44594662.0
2023-12-31,ETF - Thematic,Hedge Fund - Global Macro,859444.0,2.8381469942185533e-05,,,,
2023-12-31,ETF - Thematic,Hedge Fund - Multi-strategy,919283531.0,0.0011127655138767616,0.0005432052694087965,0.0005695602444679651,406299888.0,512983643.0
2023-12-31,ETF - Thematic,Hedge Fund - Opportunistic,133543500.0,0.023060585305859246,,,,
2023-12-31,ETF - Thematic,Hedge Fund - Quant,163517250.0,0.0010501358495285252,0.00011171622072897267,0.0009384196287995526,25779079.0,137738171.0
2023-12-31,ETF - Thematic,Market Maker - Quant,1452646534.0,0.001597621142157519,0.001263929315631712,0.0003336918265258071,998403650.0,454242884.0
2023-12-31,Energy,Asset Manager - Active,44156012025.0,0.03391855040809594,0.04208603216304449,-0.008167481754948552,48694602684.0,-4538590659.0
2023-12-31,Energy,Asset Manager - Growth,1478843271.0,0.011719086237967231,0.008097819871498527,0.003621266366468704,887537187.0,591306084.0
2023-12-31,Energy,Asset Manager - Index,286086754231.0,0.04312805449436512,0.05097837730705198,-0.007850322812686862,299470126510.0,-13383372279.0
2023-12-31,Energy,Asset Manager - Index/Active,144694562504.0,0.03689356459647524,0.043210853866968484,-0.006317289270493243,150263833038.0,-5569270534.0
2023-12-31,Energy,Asset Manager - Value,13825276002.0,0.06412984239360173,0.0727463653613374,-0.00861652296773567,14533854473.0,-708578471.0
2023-12-31,Energy,Family Office - Macro,40524602.0,0.005297526110332526,0.006721488000879779,-0.0014239618905472528,47382509.0,-6857907.0
2023-12-31,Energy,Hedge Fund - Activist,2924386266.0,0.0861843058708741,0.11774369162131644,-0.03155938575044234,3218306926.0,-293920660.0
2023-12-31,Energy,Hedge Fund - Contrarian Value,3980375.0,0.04207974226788865,0.025541508264860267,0.016538234003028385,2528000.0,1452375.0
2023-12-31,Energy,Hedge Fund - Event Driven,78525788.0,0.010137368645868502,0.010472899276390705,-0.0003355306305222027,80755227.0,-2229439.0
2023-12-31,Energy,Hedge Fund - Global Macro,1149865732.0,0.0379720839406723,0.02767765887357245,0.01029442506709985,733968954.0,415896778.0
2023-12-31,Energy,Hedge Fund - Long/Short,1887855283.0,0.02214201504867337,0.027570209544526665,-0.005428194495853297,2139089765.0,-251234482.0
2023-12-31,Energy,Hedge Fund - Long/Short Growth,65666136.0,0.0011836103584036222,0.0009376638048946114,0.0002459465535090108,45864325.0,19801811.0
2023-12-31,Energy,Hedge Fund - Multi-strategy,22540609768.0,0.027284741176967817,0.03042919032630921,-0.003144449149341394,22760045452.0,-219435684.0
2023-12-31,Energy,Hedge Fund - Opportunistic,252534709.0,0.04360824899440887,0.052205302659550555,-0.008597053665141685,264471710.0,-11937001.0
2023-12-31,Energy,Hedge Fund - Quant,4079210704.0,0.026197391394797143,0.0354496647233861,-0.009252273328588956,8180188172.0,-4100977468.0
2023-12-31,Energy,Hedge Fund - Value,306978961.0,0.14955733665249824,0.2295561867681196,-0.07999885011562136,405368405.0,-98389444.0
2023-12-31,Energy,Market Maker - Quant,19840672779.0,0.021820778533836765,0.02780122139404492,-0.005980442860208154,21960754111.0,-2120081332.0
2023-12-31,Energy,Pension Fund,4877799181.0,0.03703358010922555,0.04439249461903837,-0.007358914509812818,5159704703.0,-281905522.0
2023-12-31,Financials,Asset Manager - Active,118840652048.0,0.09128774230650369,0.08761237438387058,0.0036753679226331076,101369731038.0,17470921010.0
2023-12-31,Financials,Asset Manager - Growth,7324013238.0,0.05803910693395961,0.05604352681175295,0.0019955801222066583,6142482165.0,1181531073.0
2023-12-31,Financials,Asset Manager - Index,711102769376.0,0.10719992636911423,0.10386855719815224,0.0033313691709619814,610171049133.0,100931720243.0
2023-12-31,Financials,Asset Manager - Index/Active,394655586626.0,0.10062749509432084,0.09747623171584147,0.003151263378479374,338969284264.0,55686302362.0
2023-12-31,Financials,Asset Manager - Value,48809901374.0,0.22640931594487126,0.20210737949945717,0.02430193644541409,40378639221.0,8431262153.0
2023-12-31,Financials,Conglomerate / Long-only Value,4542600000.0,1.0,1.0,0.0,1695320075.0,2847279925.0
2023-12-31,Financials,Family Office - Macro,233912712.0,0.030577936320230672,0.019877335764690335,0.010700600555540337,140123443.0,93789269.0
2023-12-31,Financials,Foundation / Endowment,7103365034.0,0.16799442110489934,0.20333323115531157,-0.03533881005041223,7912551401.0,-809186367.0
2023-12-31,Financials,Hedge Fund - Activist,19900373.0,0.0005864819752154055,0.0009519550578370701,-0.00036547308262166456,26019938.0,-6119565.0
2023-12-31,Financials,Hedge Fund - Contrarian Value,5144000.0,0.05438135708972628,0.0012943641744584823,0.0530869929152678,2248000.0,2896000.0
2023-12-31,Financials,Hedge Fund - Event Driven,480055800.0,0.061973305064921096,0.08010442953651284,-0.018131124471591743,617675318.0,-137619518.0
2023-12-31,Financials,Hedge Fund - Global Macro,2016675241.0,0.06659678552132689,0.04717695825681819,0.0194198272645087,1251060390.0,765614851.0
2023-12-31,Financials,Hedge Fund - Long/Short,11497501853.0,0.1348503041222127,0.10830964340411935,0.026540660718093342,8403419977.0,3094081876.0
2023-12-31,Financials,Hedge Fund - Long/Short Growth,4684996546.0,0.08444551147231796,0.08898395805006815,-0.0045384465777501826,4352507957.0,332488589.0
2023-12-31,Financials,Hedge Fund - Multi-strategy,51401516522.0,0.0622200148461576,0.053809768821863044,0.008410246024294556,40247958326.0,11153558196.0
2023-12-31,Financials,Hedge Fund - Quant,10593133671.0,0.06803092289507566,0.07786117091542523,-0.009830248020349569,17966856227.0,-7373722556.0
2023-12-31,Financials,Hedge Fund - Value,215911793.0,0.10519024693990515,0.1169458981546891,-0.011755651214783946,206512283.0,9399510.0
2023-12-31,Financials,Market Maker - Quant,47947847879.0,0.052733059074949726,0.04911608613270567,0.0036169729422440566,38797802268.0,9150045611.0
2023-12-31,Financials,Pension Fund,13094866906.0,0.09941979663122943,0.1003560513386391,-0.00093625470740967,11664304845.0,1430562061.0
2023-12-31,Health Care,Asset Manager - Active,113911027207.0,0.08750103872992632,0.0949075390905129,-0.007406500360586585,109810420945.0,4100606262.0
2023-12-31,Health Care,Asset Manager - Growth,10152624634.0,0.0804544240493464,0.08656815101461318,-0.006113726965266783,9488041776.0,664582858.0
2023-12-31,Health Care,Asset Manager - Index,603402176722.0,0.09096388272024748,0.0974044278185319,-0.006440545098284414,572197819200.0,31204357522.0
2023-12-31,Health Care,Asset Manager - Index/Active,359632751227.0,0.09169753105293534,0.09878474280153926,-0.007087211748603925,343519573687.0,16113177540.0
2023-12-31,Health Care,Asset Manager - Value,20034419700.0,0.09293153913328071,0.09230495088693186,0.0006265882463488553,18441426134.0,1592993566.0
2023-12-31,Health Care,Family Office - Macro,292696813.0,0.03826241178824204,0.08350644400099852,-0.04524403221275648,588670966.0,-295974153.0
2023-12-31,Health Care,Foundation / Endowment,86289820.0,0.0020407522756834807,0.002919747193172473,-0.0008789949174889925,113619646.0,-27329826.0
2023-12-31,Health Care,Hedge Fund - Activist,954611657.0,0.028133268163416394,0.021919662195989148,0.0062136059674272465,599133590.0,355478067.0
2023-12-31,Health Care,Hedge Fund - Contrarian Value,10546000.0,0.1114902394767211,0.008423443367544647,0.10306679610917645,14629500.0,-4083500.0
2023-12-31,Health Care,Hedge Fund - Event Driven,723409761.0,0.09338933891725641,0.16143484728496024,-0.06804550836770383,1244804079.0,-521394318.0
2023-12-31,Health Care,Hedge Fund - Global Macro,3254727067.0,0.10748104404949965,0.10057414297311533,0.0069069010763843225,2667071621.0,587655446.0
2023-12-31,Health Care,Hedge Fund - Long/Short,11676995965.0,0.1369555297530336,0.14806645823893058,-0.011110928485896981,11488031850.0,188964115.0
2023-12-31,Health Care,Hedge Fund - Long/Short Growth,2491181502.0,0.04490272170774132,0.051985063712191616,-0.0070823420044503,2542766229.0,-51584727.0
2023-12-31,Health Care,Hedge Fund - Multi-strategy,38347995397.0,0.046419113760982185,0.051079962420226555,-0.00466084865924437,38206151853.0,141843544.0
2023-12-31,Health Care,Hedge Fund - Opportunistic,137017155.0,0.02366042369148359,0.01990488249039475,0.0037555412010888377,100838000.0,36179155.0
2023-12-31,Health Care,Hedge Fund - Quant,12302636992.0,0.07900964668275047,0.08462412339109988,-0.005614476708349414,19527441476.0,-7224804484.0
2023-12-31,Health Care,Hedge Fund - Value,119450311.0,0.05819509687985625,0.03908999630408385,0.019105100575772402,69028196.0,50422115.0
2023-12-31,Health Care,Market Maker - Quant,30015062417.0,0.033010575648113424,0.035220129162987786,-0.0022095535148743614,27821101287.0,2193961130.0
2023-12-31,Health Care,Pension Fund,14808883564.0,0.11243307800202519,0.11493101906364075,-0.0024979410616155634,13358341870.0,1450541694.0
2023-12-31,Industrials,Asset Manager - Active,36641586820.0,0.028146326006142395,0.02806502026654779,8.130573959460458e-05,32471937623.0,4169649197.0
2023-12-31,Industrials,Asset Manager - Growth,647139762.0,0.00512825586565866,0.005725912447412222,-0.0005976565817535622,627571409.0,19568353.0
2023-12-31,Industrials,Asset Manager - Index,232232045507.0,0.035009367493737974,0.03398606132388411,0.0010233061698538617,199649549905.0,32582495602.0
2023-12-31,Industrials,Asset Manager - Index/Active,112140028932.0,0.028592956982325942,0.027267299700869985,0.0013256572814559567,94820828634.0,17319200298.0
2023-12-31,Industrials,Asset Manager - Value,9283830752.0,0.04306392167856216,0.039621442057635084,0.003442479620927079,7915890643.0,1367940109.0
2023-12-31,Industrials,Family Office - Macro,55843302.0,0.00730004332756148,0.0065470394430274725,0.0007530038845340072,46152750.0,9690552.0
2023-12-31,Industrials,Foundation / Endowment,3715454435.0,0.08787041267932337,0.09270542265050219,-0.004835009971178819,3607557986.0,107896449.0
2023-12-31,Industrials,Hedge Fund - Activist,1492931944.0,0.04399805347263065,0.05397631837015985,-0.009978264897529197,1475343238.0,17588706.0
2023-12-31,Industrials,Hedge Fund - Event Driven,61570000.0,0.007948443478543935,0.025050072343045682,-0.01710162886450175,193158000.0,-131588000.0
2023-12-31,Industrials,Hedge Fund - Global Macro,638151133.0,0.021073702533045947,0.01570046603549067,0.005373236497555278,416352217.0,221798916.0
