period,sector,manager_type,value_usd,share,share_prev,d_share,value_prev,d_value
2025-03-31,Information Technology,Foundation / Endowment,10682565951.0,0.2555247884552214,0.28548088830260293,-0.029956099847381512,11994729611.0,-1312163660.0
2025-03-31,Information Technology,Hedge Fund - Activist,1044801077.0,0.02607242708541064,0.03882166000547278,-0.012749232920062144,1151684001.0,-106882924.0
2025-03-31,Information Technology,Hedge Fund - Contrarian Value,97542000.0,0.48960722800853307,0.05572926203314387,0.4338779659753892,5271500.0,92270500.0
2025-03-31,Information Technology,Hedge Fund - Event Driven,832761250.0,0.1003571843683111,0.08896470649622419,0.011392477872086915,809092200.0,23669050.0
2025-03-31,Information Technology,Hedge Fund - Global Macro,4413631912.0,0.08545303624288955,0.07536163757647599,0.010091398666413565,3624204699.0,789427213.0
2025-03-31,Information Technology,Hedge Fund - Long/Short,14582586495.0,0.15319600077084455,0.1831503735680359,-0.029954372797191348,17875224188.0,-3292637693.0
2025-03-31,Information Technology,Hedge Fund - Long/Short Growth,14188975499.0,0.21554969416402958,0.2503312948510384,-0.03478160068700881,18812795164.0,-4623819665.0
2025-03-31,Information Technology,Hedge Fund - Multi-strategy,116504101727.0,0.1421193546758579,0.1767026590424706,-0.034583304366612694,158169498156.0,-41665396429.0
2025-03-31,Information Technology,Hedge Fund - Opportunistic,800981900.0,0.09555102291712997,0.19842807858801634,-0.10287705567088637,1282619634.0,-481637734.0
2025-03-31,Information Technology,Hedge Fund - Quant,41671361875.0,0.12440410371926272,0.13557357736622042,-0.011169473646957695,46493181645.0,-4821819770.0
2025-03-31,Information Technology,Market Maker - Quant,190361640424.0,0.19368680972970864,0.22400430731284562,-0.030317497583136982,251573768589.0,-61212128165.0
2025-03-31,Information Technology,Pension Fund,31527058287.0,0.2202951626877833,0.25796566591240877,-0.03767050322462548,38570564619.0,-7043506332.0
2025-03-31,Materials,Asset Manager - Active,11536735724.0,0.005527948897437603,0.0042899685099193775,0.0012379803875182255,7192065180.0,4344670544.0
2025-03-31,Materials,Asset Manager - Growth,664938067.0,0.005802956709423354,0.009212755900926241,-0.003409799191502887,1198953129.0,-534015062.0
2025-03-31,Materials,Asset Manager - Index,49876455500.0,0.006267621301664722,0.005656091069227908,0.0006115302324368136,46809549884.0,3066905616.0
2025-03-31,Materials,Asset Manager - Value,7177354.0,3.054185167300152e-05,3.1940604787671104e-05,-1.3987531146695813e-06,7915979.0,-738625.0
2025-03-31,Materials,Conglomerate / Long-only Value,692738413.0,0.6260342416807284,0.0021955208151078843,0.6238387208656205,586589315.0,106149098.0
2025-03-31,Materials,Family Office - Macro,1823244.0,0.0002718028609688965,4.346151454959013e-06,0.0002674567095139375,28899.0,1794345.0
2025-03-31,Materials,Hedge Fund - Activist,2608615961.0,0.06509655372130795,0.06784155005194077,-0.0027449963306328262,2012588534.0,596027427.0
2025-03-31,Materials,Hedge Fund - Event Driven,63563744.0,0.007660152745757718,0.005804369713356871,0.0018557830324008465,52788015.0,10775729.0
2025-03-31,Materials,Hedge Fund - Global Macro,563647967.0,0.010912878806528352,0.010380415758332625,0.0005324630481957273,499202947.0,64445020.0
2025-03-31,Materials,Hedge Fund - Long/Short,289657208.0,0.0030429667518353837,0.0037007294098687785,-0.0006577626580333948,361186093.0,-71528885.0
2025-03-31,Materials,Hedge Fund - Multi-strategy,5343175171.0,0.006517955985807166,0.007389251676055616,-0.0008712956902484506,6614242455.0,-1271067284.0
2025-03-31,Materials,Hedge Fund - Quant,3614583868.0,0.010790841628010648,0.009352904476637605,0.0014379371513730428,3207456019.0,407127849.0
2025-03-31,Materials,Market Maker - Quant,6669754231.0,0.006786259121355764,0.005632976958720052,0.0011532821626357125,6326258896.0,343495335.0
2025-03-31,Materials,Pension Fund,496259079.0,0.0034676078417590073,0.0032003252304317114,0.00026728261132729584,478506900.0,17752179.0
2025-03-31,Real Estate,Asset Manager - Active,19977789502.0,0.009572569060508143,0.008308430292700569,0.0012641387678075742,13928953574.0,6048835928.0
2025-03-31,Real Estate,Asset Manager - Growth,29550681.0,0.0002578906684507495,0.0002259368258268155,3.195384262393399e-05,29403543.0,147138.0
2025-03-31,Real Estate,Asset Manager - Index,126676394186.0,0.015918526259714884,0.014887710423143963,0.001030815836570921,123210007615.0,3466386571.0
2025-03-31,Real Estate,Asset Manager - Value,805300881.0,0.0034268032564144743,0.0031187208252376327,0.0003080824311768415,772926146.0,32374735.0
2025-03-31,Real Estate,Hedge Fund - Activist,1518863401.0,0.03790238749464011,0.03213504128083427,0.005767346213805841,1504096816.0,14766585.0
2025-03-31,Real Estate,Hedge Fund - Event Driven,44391293.0,0.005349654749123735,0.003214703202596079,0.002134951546527656,29236215.0,15155078.0
2025-03-31,Real Estate,Hedge Fund - Global Macro,464075350.0,0.008985037378210268,0.009247704116572691,-0.00026266673836242323,444729889.0,19345461.0
2025-03-31,Real Estate,Hedge Fund - Long/Short,1099557653.0,0.011551300252142,0.010768730869915408,0.0007825693822265927,1051013300.0,48544353.0
2025-03-31,Real Estate,Hedge Fund - Multi-strategy,4841505509.0,0.005905986385020376,0.005092457867461038,0.0008135285175593383,4558343998.0,283161511.0
2025-03-31,Real Estate,Hedge Fund - Quant,2615381025.0,0.007807859346557333,0.005169793856100896,0.002638065490456437,1772913052.0,842467973.0
2025-03-31,Real Estate,Market Maker - Quant,1815335591.0,0.0018470452262674246,0.0014977296681746724,0.00034931555809275213,1682063624.0,133271967.0
2025-03-31,Real Estate,Pension Fund,1646892344.0,0.011507652047585557,0.012119988317912583,-0.0006123362703270262,1812158959.0,-165266615.0
2025-03-31,Unclassified,Asset Manager - Active,595026058175.0,0.2851130268497372,0.2741093780132637,0.011003648836473534,459540089528.0,135485968647.0
2025-03-31,Unclassified,Asset Manager - Growth,40226090200.0,0.35105564202862677,0.36497614403011513,-0.013920502001488366,47498196479.0,-7272106279.0
2025-03-31,Unclassified,Asset Manager - Index,2172457492757.0,0.27299736362711075,0.27102862538594763,0.001968738241163115,2243020454359.0,-70562961602.0
2025-03-31,Unclassified,Asset Manager - Value,86676087853.0,0.3688334473682607,0.40916630480442767,-0.04033285743616699,101405464858.0,-14729377005.0
2025-03-31,Unclassified,Family Office - Macro,3739292340.0,0.5574406694940884,0.5182360415389584,0.03920462795513002,3445923024.0,293369316.0
2025-03-31,Unclassified,Foundation / Endowment,15698825993.0,0.3755127007178592,0.35500389013464567,0.02050881058321352,14915799437.0,783026556.0
2025-03-31,Unclassified,Hedge Fund - Activist,15177753133.0,0.3787523487406449,0.44296793276049173,-0.06421558401984684,13141093942.0,2036659191.0
2025-03-31,Unclassified,Hedge Fund - Contrarian Value,21919000.0,0.11002133266407328,0.32384372152737756,-0.2138223888633043,25076881.0,-3157881.0
2025-03-31,Unclassified,Hedge Fund - Event Driven,4437694111.0,0.5347925183451985,0.4954762741338022,0.03931624421139629,4506123883.0,-68429772.0
2025-03-31,Unclassified,Hedge Fund - Global Macro,12722937376.0,0.2463308337406597,0.2229244202788905,0.023406413461769193,10720623350.0,2002314026.0
2025-03-31,Unclassified,Hedge Fund - Long/Short,29174904004.0,0.3064942298006304,0.3062999989257174,0.00019423087491299285,29894457996.0,-719553992.0
2025-03-31,Unclassified,Hedge Fund - Long/Short Growth,18358111350.0,0.2788844964317956,0.24783332700078833,0.031051169431007247,18625068905.0,-266957555.0
2025-03-31,Unclassified,Hedge Fund - Multi-strategy,209003553002.0,0.2549562602285777,0.25108805130635903,0.0038682089222186744,224753103792.0,-15749550790.0
2025-03-31,Unclassified,Hedge Fund - Opportunistic,884017356.0,0.10545651860834389,0.18986315110844476,-0.08440663250010087,1227256783.0,-343239427.0
2025-03-31,Unclassified,Hedge Fund - Quant,133657635556.0,0.3990164373906736,0.38148812312285807,0.017528314267815537,130826352364.0,2831283192.0
2025-03-31,Unclassified,Hedge Fund - Value,2251595.0,0.6440374913259548,0.5913715604424017,0.05266593088355309,2031081.0,220514.0
2025-03-31,Unclassified,Market Maker - Quant,146498140022.0,0.14905711733202714,0.14500881509509053,0.004048302236936613,162855859915.0,-16357719893.0
2025-03-31,Unclassified,Pension Fund,32255096059.0,0.22538232299197583,0.22439471428279012,0.000987608709185711,33551096022.0,-1295999963.0
2025-03-31,Utilities,Asset Manager - Active,11075452867.0,0.005306920339467316,0.004591787384746145,0.0007151329547211713,7698059808.0,3377393059.0
2025-03-31,Utilities,Asset Manager - Growth,7003999.0,6.112434376515319e-05,5.2031161301818924e-05,9.093182463334266e-06,6771364.0,232635.0
2025-03-31,Utilities,Asset Manager - Index,68648204995.0,0.008626534256182431,0.007922959523982772,0.0007035747321996588,65570049090.0,3078155905.0
2025-03-31,Utilities,Asset Manager - Value,1183051073.0,0.005034246658747959,0.004314472261547089,0.0007197743972008697,1069274425.0,113776648.0
2025-03-31,Utilities,Family Office - Macro,32354160.0,0.004823245408867619,4.6237733652622875e-06,0.004818621635502357,30745.0,32323415.0
2025-03-31,Utilities,Hedge Fund - Activist,131703131.0,0.003286578043906233,0.003747210870378255,-0.0004606328264720222,111164819.0,20538312.0
2025-03-31,Utilities,Hedge Fund - Event Driven,152500.0,1.8377981223510874e-05,0.00019788268141248904,-0.00017950470018897818,1799650.0,-1647150.0
2025-03-31,Utilities,Hedge Fund - Global Macro,152031020.0,0.0029434969932090396,0.0027840494568129766,0.00015944753639606304,133887286.0,18143734.0
2025-03-31,Utilities,Hedge Fund - Long/Short,439808869.0,0.0046203710060249,0.0020081674288919813,0.0026122035771329187,195994375.0,243814494.0
2025-03-31,Utilities,Hedge Fund - Long/Short Growth,5533263.0,8.405773534975789e-05,0.0014520283182201759,-0.001367970582870418,102390192.0,-96856929.0
2025-03-31,Utilities,Hedge Fund - Multi-strategy,2330637418.0,0.0028430645867363906,0.0025948326786882268,0.0002482319080481638,2322678022.0,7959396.0
2025-03-31,Utilities,Hedge Fund - Quant,2502215070.0,0.0074700179953305695,0.007393122784720886,7.689521060968377e-05,2535374571.0,-33159501.0
2025-03-31,Utilities,Market Maker - Quant,1764309632.0,0.0017951279639970637,0.0013932990755105086,0.00040182888848655507,1564780175.0,199529457.0
2025-03-31,Utilities,Pension Fund,1767852809.0,0.012352862694052774,0.011387036907039742,0.0009658257870130329,1702569376.0,65283433.0
2025-06-30,Communication Services,Asset Manager - Active,252520847483.0,0.10860384455866237,0.09774049244743874,0.010863352111223634,203982752341.0,48538095142.0
2025-06-30,Communication Services,Asset Manager - Growth,20409908784.0,0.1524368534394557,0.13622788652493859,0.01620896691451712,15609819627.0,4800089157.0
2025-06-30,Communication Services,Asset Manager - Index,697843371448.0,0.07888606192247648,0.07307269734036667,0.005813364582109806,581497662629.0,116345708819.0
2025-06-30,Communication Services,Asset Manager - Value,26610452450.0,0.11111953950388637,0.10470734272187034,0.00641219678201603,24606290187.0,2004162263.0
2025-06-30,Communication Services,Conglomerate / Long-only Value,2031549549.0,0.007888845647378642,0.012531345039850832,-0.00464249939247219,3348068054.0,-1316518505.0
2025-06-30,Communication Services,Family Office - Macro,270343948.0,0.03391970900202475,0.03630555264614517,-0.0023858436441204223,243536366.0,26807582.0
2025-06-30,Communication Services,Hedge Fund - Activist,2136212519.0,0.07653130409834415,0.04836408837929253,0.02816721571905162,1938095424.0,198117095.0
2025-06-30,Communication Services,Hedge Fund - Contrarian Value,73809000.0,0.12762281316099,0.15065903565700164,-0.023036222496011644,14251025.0,59557975.0
2025-06-30,Communication Services,Hedge Fund - Event Driven,411088010.0,0.0426831647203162,0.04577692564693334,-0.003093760926617145,379855713.0,31232297.0
2025-06-30,Communication Services,Hedge Fund - Global Macro,4548082643.0,0.0643196426459662,0.04118605123180096,0.023133591414165232,2127251155.0,2420831488.0
2025-06-30,Communication Services,Hedge Fund - Long/Short,6841128502.0,0.06567573845497002,0.06898661417976364,-0.003310875724793619,6566772391.0,274356111.0
2025-06-30,Communication Services,Hedge Fund - Long/Short Growth,17852701718.0,0.19626292046592234,0.21315062058852274,-0.016887700122600408,14031051841.0,3821649877.0
2025-06-30,Communication Services,Hedge Fund - Multi-strategy,56225309430.0,0.06243611473580858,0.059204148416771005,0.003231966319037577,48533334151.0,7691975279.0
2025-06-30,Communication Services,Hedge Fund - Opportunistic,620940000.0,0.09628529827540024,0.08183698209274938,0.014448316182650855,686020300.0,-65080300.0
2025-06-30,Communication Services,Hedge Fund - Quant,22783094024.0,0.055951274080617286,0.050410077769619116,0.00554119631099817,16885749988.0,5897344036.0
2025-06-30,Communication Services,Hedge Fund - Value,541336.0,0.1310727590663727,0.09719421451907889,0.033878544547293804,339797.0,201539.0
2025-06-30,Communication Services,Market Maker - Quant,87906026966.0,0.07173393456873862,0.06547306292345054,0.006260871645288088,64349036876.0,23556990090.0
2025-06-30,Communication Services,Pension Fund,13132464425.0,0.08366149765727571,0.07782229852060389,0.005839199136671816,11137367301.0,1995097124.0
2025-06-30,Consumer Discretionary,Asset Manager - Active,175008257592.0,0.07526732859267572,0.07919163535756998,-0.0039243067648942614,165271601750.0,9736655842.0
2025-06-30,Consumer Discretionary,Asset Manager - Growth,32941584582.0,0.2460330202419276,0.25069966017570466,-0.004666639933777056,28726691544.0,4214893038.0
2025-06-30,Consumer Discretionary,Asset Manager - Index,687005895983.0,0.0776609650087645,0.07726554482287387,0.00039542018589062977,614863490080.0,72142405903.0
2025-06-30,Consumer Discretionary,Asset Manager - Value,16499832444.0,0.06889975984112078,0.059873358079106334,0.009026401762014441,14070276115.0,2429556329.0
2025-06-30,Consumer Discretionary,Conglomerate / Long-only Value,5379140042.0,0.02088809772218451,0.37396575831927165,-0.3530776605970871,413811943.0,4965328099.0
2025-06-30,Consumer Discretionary,Family Office - Macro,469813302.0,0.058946873444048295,0.05869478074260925,0.0002520927014390481,393722518.0,76090784.0
2025-06-30,Consumer Discretionary,Foundation / Endowment,374919161.0,0.007846721098971745,0.0073534793752015794,0.0004932417237701655,307422340.0,67496821.0
2025-06-30,Consumer Discretionary,Hedge Fund - Activist,4887725461.0,0.17510617519464614,0.08645884379717231,0.08864733139747383,3464667590.0,1423057871.0
2025-06-30,Consumer Discretionary,Hedge Fund - Contrarian Value,175744390.0,0.3038788419984305,0.3341146944409587,-0.03023585244252819,66564000.0,109180390.0
2025-06-30,Consumer Discretionary,Hedge Fund - Event Driven,957296600.0,0.09939586528928111,0.08144250583739758,0.017953359451883533,675807750.0,281488850.0
2025-06-30,Consumer Discretionary,Hedge Fund - Global Macro,2906438092.0,0.0411032679315506,0.055885977193443084,-0.014782709261892485,2886499336.0,19938756.0
2025-06-30,Consumer Discretionary,Hedge Fund - Long/Short,11470925801.0,0.11012240488138741,0.08950983840531045,0.02061256647607697,8520359240.0,2950566561.0
2025-06-30,Consumer Discretionary,Hedge Fund - Long/Short Growth,11155429769.0,0.12263674485240338,0.13921446918866817,-0.016577724336264796,9164061680.0,1991368089.0
2025-06-30,Consumer Discretionary,Hedge Fund - Multi-strategy,77589118968.0,0.08615983056825216,0.08814599760911063,-0.0019861670408584664,72258773590.0,5330345378.0
2025-06-30,Consumer Discretionary,Hedge Fund - Opportunistic,1831652204.0,0.28402289882908854,0.3069345954957055,-0.022911696666616965,2572961000.0,-741308796.0
2025-06-30,Consumer Discretionary,Hedge Fund - Quant,28264385073.0,0.06941236138838888,0.07216629353265497,-0.002753932144266086,24173380484.0,4091004589.0
2025-06-30,Consumer Discretionary,Hedge Fund - Value,268445.0,0.06499812834833156,0.07408335435698794,-0.009085226008656383,259000.0,9445.0
2025-06-30,Consumer Discretionary,Market Maker - Quant,126623441635.0,0.10332849738080818,0.10844257144835309,-0.00511407406754491,106580855049.0,20042586586.0
2025-06-30,Consumer Discretionary,Pension Fund,10525494605.0,0.06705357149580671,0.06683837658149605,0.00021519491431065685,9565427441.0,960067164.0
2025-06-30,Consumer Staples,Asset Manager - Active,60825000656.0,0.026159538835578606,0.0281162206069344,-0.0019566817713557935,58678076212.0,2146924444.0
2025-06-30,Consumer Staples,Asset Manager - Growth,719057795.0,0.005370475138862001,0.0033012195461184736,0.0020692555927435278,378273810.0,340783985.0
2025-06-30,Consumer Staples,Asset Manager - Index,358850886213.0,0.04056545406742992,0.04402803754068589,-0.0034625834732559743,350366167555.0,8484718658.0
2025-06-30,Consumer Staples,Asset Manager - Value,6273229817.0,0.02619566163998423,0.030508110561648757,-0.004312448921664526,7169424818.0,-896195001.0
2025-06-30,Consumer Staples,Conglomerate / Long-only Value,42474303002.0,0.1649348008901403,0.14673772349876063,0.018197077391379657,39204720866.0,3269582136.0
2025-06-30,Consumer Staples,Family Office - Macro,158623.0,1.9902224706092448e-05,0.0008668049474974638,-0.0008469027227913714,5814497.0,-5655874.0
2025-06-30,Consumer Staples,Foundation / Endowment,1741169825.0,0.03644111964371018,0.0387012559769474,-0.0022601363332372185,1617959345.0,123210480.0
2025-06-30,Consumer Staples,Hedge Fund - Activist,528160000.0,0.018921700539187528,0.003157190790546787,0.01576450974864074,137782320.0,390377680.0
2025-06-30,Consumer Staples,Hedge Fund - Contrarian Value,52520000.0,0.09081209808038579,0.06625674488643493,0.024555353193950857,13200000.0,39320000.0
2025-06-30,Consumer Staples,Hedge Fund - Global Macro,1490035504.0,0.021072297640542706,0.0215663724659831,-0.0004940748254403937,1113898744.0,376136760.0
2025-06-30,Consumer Staples,Hedge Fund - Long/Short,3420098218.0,0.03283339524904556,0.03578292943388872,-0.0029495341848431583,3406144161.0,13954057.0
2025-06-30,Consumer Staples,Hedge Fund - Long/Short Growth,738737311.0,0.008121277350857173,0.011006343977903907,-0.0028850666270467343,724513879.0,14223432.0
2025-06-30,Consumer Staples,Hedge Fund - Multi-strategy,18463348914.0,0.020502862196551737,0.02085059656821062,-0.0003477343716588831,17092534857.0,1370814057.0
2025-06-30,Consumer Staples,Hedge Fund - Quant,10096546687.0,0.02479534387897435,0.026569909097540756,-0.0017745652185664068,8900062489.0,1196484198.0
2025-06-30,Consumer Staples,Hedge Fund - Value,305037.0,0.07385808667321059,0.05294013664517391,0.020917950028036675,185082.0,119955.0
2025-06-30,Consumer Staples,Market Maker - Quant,21544315209.0,0.017580802487279213,0.022104016247131143,-0.0045232137598519295,21724539728.0,-180224519.0
2025-06-30,Consumer Staples,Pension Fund,6014578029.0,0.0383163882572395,0.05003297420350232,-0.01171658594626282,7160359196.0,-1145781167.0
2025-06-30,ETF - Broad Equity,Asset Manager - Active,48960475497.0,0.021056858961921363,0.02224756025596941,-0.0011907012940480452,46430281455.0,2530194042.0
2025-06-30,ETF - Broad Equity,Asset Manager - Index,60140898000.0,0.006798486304823866,0.006519168141323444,0.00027931816350042216,51878214086.0,8262683914.0
2025-06-30,ETF - Broad Equity,Asset Manager - Value,3401071.0,1.4202142712534838e-05,2.952970114071157e-05,-1.532755842817673e-05,6939498.0,-3538427.0
2025-06-30,ETF - Broad Equity,Family Office - Macro,1066440835.0,0.13380496607631212,0.07003666375280121,0.06376830232351091,469803469.0,596637366.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Activist,399014285.0,0.014294965184088205,0.05237360659270589,-0.038078641408617685,2098768956.0,-1699754671.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Global Macro,20548655418.0,0.2906020574131544,0.3056813110666655,-0.015079253653511093,15788377438.0,4760277980.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Long/Short,3700000.0,3.552048937720554e-05,7.63074293671593e-06,2.788974644048961e-05,744750.0,2955250.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Long/Short Growth,3458855.0,3.802477599699724e-05,0.0070380455476426775,-0.0070000207716456805,463292960.0,-459834105.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Multi-strategy,149690851563.0,0.1662261226809999,0.20533923372720717,-0.039113111046207266,168329380817.0,-18638529254.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Opportunistic,36760000.0,0.005700144240351262,0.023942454259652624,-0.018242310019301364,200704000.0,-163944000.0
2025-06-30,ETF - Broad Equity,Hedge Fund - Quant,28640984080.0,0.07033722235051056,0.07576714019408225,-0.005429917843571691,25379547964.0,3261436116.0
2025-06-30,ETF - Broad Equity,Market Maker - Quant,276278503794.0,0.22545148265628195,0.24217200175849882,-0.016720519102216863,238014450152.0,38264053642.0
2025-06-30,ETF - Broad Equity,Pension Fund,14702804452.0,0.09366548428448386,0.07882894612775031,0.014836538156733553,11281431462.0,3421372990.0
2025-06-30,ETF - Commodity,Asset Manager - Active,1709796962.0,0.0007353473003864446,0.0007706365754692227,-3.528927508277815e-05,1608305481.0,101491481.0
2025-06-30,ETF - Commodity,Asset Manager - Index,263500150.0,2.9786754449426983e-05,2.976417717515853e-05,2.2577274268454327e-08,236857268.0,26642882.0
2025-06-30,ETF - Commodity,Hedge Fund - Global Macro,550721825.0,0.007788387714513729,0.009459348581206232,-0.0016709608666925025,488573427.0,62148398.0
2025-06-30,ETF - Commodity,Hedge Fund - Long/Short,6562000.0,6.299606791708723e-05,0.0002315695142822566,-0.00016857344636516937,19743900.0,-13181900.0
2025-06-30,ETF - Commodity,Hedge Fund - Multi-strategy,8645532799.0,0.009600542589500523,0.009430735424993014,0.0001698071645075093,7730962203.0,914570596.0
2025-06-30,ETF - Commodity,Hedge Fund - Quant,782458258.0,0.001921579940103062,0.002409473790364185,-0.0004878938502611231,807095998.0,-24637740.0
2025-06-30,ETF - Commodity,Market Maker - Quant,23017680035.0,0.018783112040696336,0.02037007530748579,-0.0015869632667894554,20020366676.0,2997313359.0
2025-06-30,ETF - Fixed Income,Asset Manager - Active,6314028688.0,0.002715529418681564,0.0029592745472957066,-0.0002437451286141424,6175955860.0,138072828.0
2025-06-30,ETF - Fixed Income,Asset Manager - Index,6428997720.0,0.000726750920033882,0.0007598084526460446,-3.3057532612162563e-05,6046401123.0,382596597.0
2025-06-30,ETF - Fixed Income,Asset Manager - Value,140431.0,5.864097230736964e-07,1.0409419460086516e-06,-4.545322229349551e-07,244622.0,-104191.0
2025-06-30,ETF - Fixed Income,Family Office - Macro,27413672.0,0.003439558324852731,0.035330540063222685,-0.031890981738369954,236996016.0,-209582344.0
2025-06-30,ETF - Fixed Income,Hedge Fund - Global Macro,333056522.0,0.004710133512837396,0.008273985899652763,-0.0035638523868153672,427349686.0,-94293164.0
2025-06-30,ETF - Fixed Income,Hedge Fund - Multi-strategy,10379692154.0,0.011526262048523797,0.01266734892088663,-0.0011410868723628325,10384216215.0,-4524061.0
2025-06-30,ETF - Fixed Income,Hedge Fund - Quant,1203770808.0,0.0029562495040271588,0.004849397623173542,-0.0018931481191463836,1624391778.0,-420620970.0
2025-06-30,ETF - Fixed Income,Market Maker - Quant,21373234811.0,0.017441195790222224,0.02370547264553014,-0.006264276855307917,23298502702.0,-1925267891.0
2025-06-30,ETF - International Equity,Asset Manager - Active,5268025142.0,0.0022656655454611906,0.0023307204598005116,-6.505491433932099e-05,4864174125.0,403851017.0
2025-06-30,ETF - International Equity,Asset Manager - Index,5252662386.0,0.000593774860080813,0.0005858826934014333,7.892166679379729e-06,4662335307.0,590327079.0
2025-06-30,ETF - International Equity,Asset Manager - Value,59802.0,2.497203200094936e-07,3.162332117210755e-07,-6.651289171158193e-08,74315.0,-14513.0
2025-06-30,ETF - International Equity,Family Office - Macro,89390000.0,0.011215648843343046,0.0031094421177688507,0.008106206725574196,20858028.0,68531972.0
2025-06-30,ETF - International Equity,Hedge Fund - Global Macro,493523129.0,0.00697947548153185,0.009344227255853406,-0.0023647517743215565,482627434.0,10895695.0
2025-06-30,ETF - International Equity,Hedge Fund - Multi-strategy,4558697351.0,0.005062263840579145,0.004244556769435498,0.0008177070711436474,3479527998.0,1079169353.0
2025-06-30,ETF - International Equity,Hedge Fund - Quant,655816505.0,0.001610570055989491,0.0010774345836665963,0.0005331354723228947,360905831.0,294910674.0
2025-06-30,ETF - International Equity,Market Maker - Quant,11983980376.0,0.009779284695661736,0.010343077247074827,-0.000563792551413091,10165509745.0,1818470631.0
2025-06-30,ETF - Sector,Asset Manager - Active,409387284.0,0.00017606876184281036,0.0001908788695971152,-1.481010775430483e-05,398360968.0,11026316.0
2025-06-30,ETF - Sector,Asset Manager - Index,904992427.0,0.00010230273949233036,0.00013106369226317688,-2.8760952770846515e-05,1042978205.0,-137985778.0
2025-06-30,ETF - Sector,Family Office - Macro,216673600.0,0.027185759158999595,0.01544822810630194,0.011737531052697654,103626169.0,113047431.0
2025-06-30,ETF - Sector,Hedge Fund - Global Macro,1598184955.0,0.022601762821080635,0.031073928342864255,-0.00847216552178362,1604962068.0,-6777113.0
2025-06-30,ETF - Sector,Hedge Fund - Long/Short,1518730.0,1.4580008873471181e-05,7.55779268151792e-05,-6.099791794170801e-05,7132120.0,-5613390.0
2025-06-30,ETF - Sector,Hedge Fund - Multi-strategy,12213684584.0,0.013562842423890963,0.02237352790245315,-0.008810685478562189,18340976686.0,-6127292102.0
2025-06-30,ETF - Sector,Hedge Fund - Quant,2320002388.0,0.0056975180518473115,0.007324038506307976,-0.0016265204544606646,2453316650.0,-133314262.0
2025-06-30,ETF - Sector,Market Maker - Quant,17263877844.0,0.01408783818819589,0.022772702704967885,-0.008684864516771995,22381746335.0,-5117868491.0
2025-06-30,ETF - Thematic,Asset Manager - Active,3591432.0,1.5445985017029698e-06,9.137223169131863e-07,6.308761847897834e-07,1906923.0,1684509.0
2025-06-30,ETF - Thematic,Hedge Fund - Global Macro,16144703.0,0.0002283207252584786,0.00024409904611824508,-1.5778320859766474e-05,12607666.0,3537037.0
2025-06-30,ETF - Thematic,Hedge Fund - Multi-strategy,866522123.0,0.0009622405859784779,0.000870115447452552,9.212513852592595e-05,713287918.0,153234205.0
2025-06-30,ETF - Thematic,Hedge Fund - Quant,59703853.0,0.0001466221681459486,0.0001182022442363521,2.8419923909596493e-05,39593939.0,20109914.0
2025-06-30,ETF - Thematic,Market Maker - Quant,1917245020.0,0.0015645290040251047,0.001248102814709477,0.0003164261893156277,1226675681.0,690569339.0
2025-06-30,Energy,Asset Manager - Active,67661035840.0,0.02909957214340545,0.03346049974790294,-0.004360927604497487,69831496265.0,-2170460425.0
2025-06-30,Energy,Asset Manager - Growth,975676073.0,0.007287097268209168,0.013840598809736902,-0.006553501541527734,1585939975.0,-610263902.0
2025-06-30,Energy,Asset Manager - Index,310494307730.0,0.03509909843428297,0.040495397703893675,-0.005396299269610702,322254138264.0,-11759830534.0
2025-06-30,Energy,Asset Manager - Value,12174698573.0,0.050838928859715145,0.05604003914178482,-0.005201110282069675,13169443798.0,-994745225.0
2025-06-30,Energy,Conglomerate / Long-only Value,28608647083.0,0.11109214694232213,0.11315636386902814,-0.002064216926706011,30232605181.0,-1623958098.0
2025-06-30,Energy,Family Office - Macro,237517470.0,0.02980101283901182,0.03759587010779135,-0.007794857268779529,252191770.0,-14674300.0
2025-06-30,Energy,Hedge Fund - Activist,2503226120.0,0.08967982244871309,0.1473952349081303,-0.05771541245941722,5906573242.0,-3403347122.0
2025-06-30,Energy,Hedge Fund - Event Driven,620950660.0,0.06447315090500708,0.045988907646341615,0.01848424325866546,381614734.0,239335926.0
2025-06-30,Energy,Hedge Fund - Global Macro,1843499027.0,0.026071029913522697,0.030466847477717416,-0.0043958175641947185,1573606465.0,269892562.0
2025-06-30,Energy,Hedge Fund - Long/Short,2416984522.0,0.02320337109150573,0.02470754695110818,-0.0015041758596024482,2351888683.0,65095839.0
2025-06-30,Energy,Hedge Fund - Long/Short Growth,2262346691.0,0.024871012561331115,0.02219933725339575,0.0026716753079353665,1461314309.0,801032382.0
2025-06-30,Energy,Hedge Fund - Multi-strategy,19813466050.0,0.022002117056412047,0.02430897485279953,-0.0023068577963874827,19927583302.0,-114117252.0
2025-06-30,Energy,Hedge Fund - Opportunistic,407823071.0,0.06323858349409722,0.036581724343739234,0.026656859150357988,306656048.0,101167023.0
